ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
1301,C,Ship,4,2,235,3,low,F,21,3088
867,A,Ship,4,1,199,2,low,F,46,3371
7747,D,Ship,4,3,228,5,low,F,9,1044
254,F,Road,2,5,160,3,low,F,19,1399
9355,D,Ship,6,4,276,4,low,M,4,1662
86,F,Ship,3,4,197,3,medium,M,13,2148
9724,B,Flight,3,2,140,3,medium,M,8,5724
9960,F,Ship,5,5,230,5,low,F,8,1067
10140,F,Flight,4,5,258,5,low,M,3,1162
10837,D,Flight,6,4,186,2,low,M,5,4851
9092,F,Ship,4,3,251,5,medium,M,2,1482
8973,A,Ship,4,5,243,4,low,F,1,5328
10456,B,Ship,5,1,263,6,low,F,3,1665
9109,D,Ship,4,5,184,2,medium,F,2,4429
5000,F,Ship,3,3,134,3,medium,F,8,4950
1789,D,Flight,4,1,242,3,medium,F,35,3556
6911,C,Ship,5,5,240,5,medium,M,10,1574
7566,F,Ship,4,2,236,3,low,M,4,4800
442,B,Ship,5,3,190,3,high,M,45,2628
8713,D,Ship,4,2,133,6,medium,F,9,4879
5283,A,Ship,6,3,259,5,medium,F,1,1271
207,A,Ship,2,2,157,3,low,M,1,1477
3983,C,Flight,3,2,224,3,medium,M,1,5343
1813,D,Ship,4,2,185,2,medium,M,4,2212
2930,F,Ship,6,5,213,6,low,M,7,2709
4358,F,Road,5,1,201,3,low,M,4,5166
1963,D,Ship,2,1,165,4,low,F,57,1881
3912,F,Ship,4,3,104,4,medium,M,3,4548
5341,D,Flight,4,1,249,5,low,M,9,4396
7660,B,Road,3,5,159,2,high,F,9,4099
5559,A,Ship,4,3,148,4,low,F,1,4243
7076,F,Ship,4,3,245,4,medium,M,8,5982
8747,C,Road,4,2,112,2,medium,F,8,4599
6165,A,Flight,3,5,151,3,low,F,1,4088
4271,C,Ship,5,3,101,5,medium,F,1,4014
5931,A,Ship,4,3,109,2,medium,F,4,5407
1122,F,Ship,2,1,264,3,medium,M,10,3409
10446,F,Ship,5,5,239,6,low,M,9,1417
2381,C,Ship,4,1,228,3,low,F,53,2021
4762,B,Ship,5,5,276,4,low,M,2,1411
6372,F,Ship,3,3,249,2,medium,M,9,4034
10156,B,Ship,4,4,170,3,medium,M,4,4062
6422,F,Road,4,2,150,4,low,F,1,5922
7694,F,Ship,5,1,216,10,medium,F,2,5672
10642,B,Ship,3,4,133,4,low,F,10,4571
3899,C,Ship,4,4,155,2,medium,F,9,4932
26,F,Ship,3,1,225,4,low,M,29,3496
1784,F,Flight,5,4,206,3,low,M,53,2182
10972,B,Flight,5,5,221,5,low,M,8,1718
4525,D,Flight,2,4,170,5,low,M,10,5448
10809,A,Road,2,4,155,5,low,M,9,1740
4002,F,Ship,2,3,205,3,low,M,1,5137
3209,C,Ship,5,1,149,2,low,M,9,5435
1743,A,Ship,4,4,192,3,low,F,25,2443
5328,F,Road,3,2,254,2,medium,F,10,5608
7293,A,Ship,3,2,221,2,medium,M,10,4715
1852,B,Ship,3,1,169,10,medium,F,15,1107
6731,C,Ship,3,5,161,2,medium,M,9,4623
2258,F,Ship,4,5,178,3,low,F,5,1012
4339,D,Ship,4,4,233,4,low,M,3,5849
47,C,Ship,3,4,169,4,medium,F,32,1245
3070,B,Ship,4,4,162,2,medium,M,8,1386
3519,A,Ship,3,1,148,2,medium,M,5,4082
1579,D,Ship,5,4,153,6,medium,M,35,1082
436,B,Ship,3,1,112,2,high,M,22,1846
5162,F,Ship,4,3,130,3,medium,F,3,4317
2818,B,Ship,5,2,157,3,low,M,1,1798
7592,F,Ship,5,2,169,3,medium,M,3,5692
428,F,Flight,5,4,197,4,low,F,40,3303
6582,F,Flight,5,3,248,5,low,F,7,1475
420,F,Flight,4,2,134,2,low,F,43,1714
5323,D,Road,3,3,199,3,low,M,7,5258
10697,C,Flight,3,1,143,4,low,M,6,5474
9130,B,Ship,3,1,225,4,low,F,10,4080
1993,D,Ship,4,2,172,3,low,M,1,1182
3676,B,Road,4,5,148,3,low,M,5,4913
6368,F,Ship,3,1,266,3,low,M,5,5154
7439,C,Ship,3,5,275,4,medium,M,10,5066
10864,B,Ship,4,2,261,3,low,M,4,5345
9489,A,Ship,3,3,203,3,medium,F,4,5548
6770,F,Ship,5,5,195,4,low,F,1,4393
4884,F,Ship,2,1,138,2,low,M,8,4932
8415,A,Ship,5,1,205,2,low,F,3,5682
4899,A,Ship,4,5,159,5,low,F,7,4063
7680,F,Flight,3,1,159,2,medium,F,3,5691
6196,B,Ship,4,3,210,3,low,M,9,5556
6724,B,Flight,5,4,99,2,high,F,4,4259
6860,F,Flight,5,4,259,5,low,M,10,1177
4845,A,Ship,5,3,263,2,low,M,3,4474
7321,D,Ship,5,4,273,6,medium,F,7,4058
8458,B,Ship,3,2,179,3,low,M,4,4102
3424,B,Flight,3,4,213,3,low,F,4,5481
4136,F,Ship,3,2,156,3,medium,M,2,4681
4186,B,Ship,5,5,228,4,low,M,6,4946
4782,F,Road,3,4,233,3,medium,F,10,4626
5829,A,Ship,3,3,261,4,low,F,9,4529
1603,D,Ship,6,4,241,6,high,F,61,2806
9753,A,Ship,2,3,258,2,low,M,4,5052
4016,F,Ship,2,5,116,3,low,F,1,4091
2463,A,Flight,5,2,224,4,medium,M,43,2336
8099,C,Flight,2,2,242,3,high,M,9,4717
6896,F,Ship,5,5,237,5,high,F,2,1593
6430,B,Road,5,1,203,3,low,F,2,4162
2053,D,Flight,3,5,162,2,low,M,28,1948
8018,F,Ship,4,5,237,5,low,M,2,1357
5375,C,Ship,3,1,219,2,medium,F,10,4390
9528,F,Ship,4,1,164,4,medium,M,3,5318
10503,A,Ship,3,1,248,3,medium,M,7,5588
3864,F,Ship,2,4,143,6,medium,F,1,5514
8653,D,Ship,4,2,235,5,low,M,8,1021
10404,F,Road,4,4,264,6,medium,F,6,1748
5652,F,Ship,4,3,200,3,medium,M,5,5108
2579,C,Road,3,4,150,2,medium,M,64,1777
10177,D,Ship,6,3,277,4,medium,F,6,1433
5354,F,Flight,4,3,167,3,medium,F,1,4621
7691,C,Ship,4,4,140,8,medium,F,2,5481
10314,F,Ship,3,2,229,6,medium,F,3,5689
3141,A,Road,3,3,256,4,medium,M,3,4732
4012,B,Ship,2,4,238,3,medium,M,4,5782
6622,B,Ship,4,5,234,3,low,F,4,5100
5060,F,Road,4,3,143,3,low,F,2,4693
7743,A,Ship,6,2,301,4,medium,M,10,1747
8812,B,Ship,6,1,189,3,medium,F,9,5316
2444,F,Road,2,5,116,3,low,F,3,1688
1792,B,Flight,4,4,137,2,medium,M,37,1447
4110,F,Flight,4,1,223,3,medium,F,4,4972
1885,D,Ship,5,4,269,3,medium,F,51,3415
7699,D,Ship,3,4,252,2,low,M,6,4630
10903,D,Ship,5,3,210,3,medium,M,9,5912
6837,A,Road,4,3,247,3,high,F,1,5214
3314,F,Ship,4,4,212,2,medium,F,6,4117
726,F,Ship,3,4,207,7,medium,F,46,2670
5944,B,Ship,5,5,158,2,low,M,8,4743
8351,C,Road,6,2,286,4,low,F,5,1248
4444,B,Ship,3,2,256,2,medium,F,9,4228
6666,F,Ship,4,5,157,3,medium,M,2,5791
3923,C,Ship,5,4,117,3,medium,F,4,5332
5966,F,Ship,4,5,239,6,low,M,2,1879
10044,F,Ship,4,2,232,2,low,M,5,4907
8464,B,Ship,4,1,202,2,medium,M,10,5428
1608,F,Ship,3,3,233,3,medium,M,35,2204
8793,A,Ship,3,1,160,3,medium,F,5,5524
7608,F,Ship,3,3,201,2,low,F,2,5361
6822,F,Ship,6,3,260,4,low,M,9,1131
2155,D,Ship,3,3,211,4,high,F,22,2942
619,D,Ship,4,1,133,4,medium,M,64,1834
7777,D,Ship,5,1,249,3,low,F,8,5940
3208,B,Ship,6,4,227,5,medium,F,8,4388
10133,C,Road,6,2,137,10,low,F,5,4510
9225,A,Ship,3,1,178,4,medium,M,9,5727
627,A,Ship,5,2,236,3,low,F,51,3402
3373,D,Ship,3,2,234,4,high,F,7,4568
10358,F,Ship,2,4,226,3,low,M,9,4098
10931,C,Ship,4,4,253,5,low,F,2,1709
5706,F,Ship,4,5,164,3,high,M,3,4454
2820,F,Ship,4,4,174,2,low,F,11,1577
138,F,Flight,3,5,162,2,medium,M,7,1739
290,F,Flight,4,2,172,3,medium,F,59,1858
6472,B,Ship,4,4,266,3,low,M,3,5531
10015,D,Flight,3,3,185,2,low,M,4,4746
5334,F,Road,3,2,158,3,medium,M,4,5335
5351,C,Flight,5,5,103,6,medium,F,2,4860
3029,C,Flight,5,2,172,4,high,F,61,1161
5249,C,Ship,4,1,229,4,medium,F,2,5378
795,A,Ship,4,5,255,4,low,M,14,3099
3321,A,Ship,2,4,194,2,low,F,4,4803
5111,C,Ship,3,4,256,3,low,M,7,5013
2742,F,Flight,4,2,171,3,low,F,40,1021
68,F,Ship,3,3,158,3,low,F,6,1878
134,F,Flight,5,4,280,6,medium,F,51,3582
5044,B,Road,4,2,224,2,low,M,9,5603
4936,B,Flight,3,2,178,3,low,M,4,5119
9196,B,Flight,5,1,236,5,low,M,8,1441
917,C,Ship,5,5,261,8,medium,M,39,2103
9812,F,Ship,4,3,274,3,low,F,5,4409
9642,F,Ship,3,2,264,2,low,M,6,5702
8235,A,Flight,6,3,229,8,medium,M,6,4600
902,F,Ship,5,3,208,3,medium,M,35,3884
2996,F,Road,6,5,130,6,low,F,60,1971
10145,C,Flight,5,1,233,5,medium,M,4,1622
3366,F,Ship,4,4,256,3,medium,M,1,5784
5213,C,Flight,4,2,229,4,medium,M,3,5340
6398,F,Ship,4,3,250,3,high,F,4,5272
457,D,Ship,3,3,254,2,high,M,17,3153
3730,B,Ship,4,3,146,3,low,F,8,5673
1933,D,Flight,4,2,164,2,medium,F,43,1976
2372,F,Ship,4,5,152,3,medium,M,25,1222
4175,C,Ship,6,1,215,5,medium,F,5,4362
669,A,Road,5,1,179,3,low,F,62,1945
8215,D,Road,3,5,172,3,medium,F,7,4929
9882,F,Ship,5,4,267,5,low,M,9,1113
1327,D,Ship,3,1,255,5,low,F,1,2713
1272,F,Ship,5,3,236,6,medium,M,9,3715
3257,C,Ship,5,2,137,3,low,M,6,4883
4519,D,Flight,4,4,244,2,medium,F,7,5543
7023,A,Ship,3,1,179,2,medium,F,10,4828
4530,F,Flight,4,5,142,10,high,F,5,4147
10175,C,Ship,4,4,196,3,medium,F,2,4320
4185,A,Ship,4,3,153,2,medium,M,1,4366
59,C,Ship,5,5,141,3,high,M,41,1367
8633,C,Flight,7,1,255,4,medium,F,3,1450
4044,F,Ship,3,3,185,3,medium,F,10,4387
6756,F,Ship,2,5,189,3,low,F,5,5320
7665,A,Road,2,2,149,4,medium,M,7,4598
10889,C,Ship,4,4,192,2,low,M,1,4429
7093,D,Ship,3,1,167,2,low,M,1,5749
4395,A,Flight,5,3,175,3,low,M,7,4833
3238,B,Ship,3,4,177,3,low,F,6,4445
9068,F,Ship,4,2,184,2,medium,F,10,5959
6318,F,Flight,5,3,238,5,medium,M,2,1150
1015,D,Ship,2,2,153,2,low,M,46,1130
7849,D,Ship,3,5,211,3,medium,M,5,4058
4302,F,Ship,3,2,204,2,high,F,2,5526
537,A,Road,2,3,154,4,high,F,17,1897
9594,F,Flight,5,4,205,3,low,F,3,4157
3339,A,Ship,3,4,255,2,medium,F,7,4332
2114,F,Ship,6,4,164,5,low,M,20,1555
6920,F,Ship,6,1,288,4,medium,M,8,1806
4394,F,Flight,3,4,270,2,low,M,4,4681
1202,F,Ship,6,1,213,3,low,M,63,1548
9110,F,Ship,5,4,231,2,medium,F,7,5491
9039,A,Flight,4,1,179,2,medium,F,7,4605
4942,B,Flight,5,2,275,5,low,F,9,5168
988,B,Ship,3,3,202,2,medium,M,39,3857
1027,D,Ship,3,1,138,5,medium,F,8,1349
9330,F,Flight,5,4,235,4,low,M,5,4506
5500,B,Ship,6,4,256,4,low,F,9,1676
10377,A,Ship,4,3,169,3,low,F,8,4613
2302,B,Ship,4,5,113,3,low,F,52,1741
3929,C,Ship,4,3,206,4,medium,M,1,4812
10991,C,Ship,5,4,219,6,low,M,3,1098
1389,A,Ship,5,1,230,3,low,F,43,2994
9552,F,Ship,3,1,274,4,low,M,3,5979
8317,D,Ship,6,5,263,4,low,M,10,1669
3221,C,Ship,3,1,263,2,medium,M,9,4868
9955,D,Ship,6,2,260,4,low,F,8,1522
104,F,Ship,5,1,144,4,low,M,37,1658
6871,D,Ship,6,3,260,4,low,F,10,1140
9821,C,Ship,4,2,161,2,high,F,8,5654
5330,F,Road,5,1,234,3,high,F,9,5548
9165,A,Road,4,2,232,5,medium,M,3,1197
7427,C,Ship,2,3,130,4,medium,M,10,4363
4540,B,Ship,2,4,255,7,low,M,10,5875
7720,B,Ship,5,1,239,5,low,M,1,1239
6327,A,Ship,2,5,252,3,medium,M,7,5281
1471,D,Ship,2,3,123,2,medium,M,11,1383
10,B,Flight,3,2,164,3,medium,F,29,1187
3978,F,Flight,5,5,255,2,medium,M,1,4604
9415,D,Ship,7,1,301,4,low,M,10,1869
9142,B,Ship,5,3,240,5,low,M,6,1489
6079,D,Ship,4,1,239,4,high,M,2,5502
1684,B,Ship,3,3,250,3,medium,M,9,2752
2293,D,Ship,3,5,268,4,high,M,5,3446
1914,F,Flight,4,3,246,2,low,M,60,2086
10939,D,Road,4,2,255,5,medium,M,2,1186
6129,A,Ship,3,3,132,2,medium,M,1,4687
2060,F,Flight,5,2,265,3,medium,F,33,2734
3662,F,Ship,4,1,271,2,low,F,1,4866
5302,B,Ship,5,4,244,3,medium,F,3,4015
4246,B,Flight,3,1,191,3,low,M,1,4705
2418,F,Ship,3,4,228,2,medium,M,65,3943
10496,F,Ship,4,2,214,6,medium,M,9,4736
10198,B,Ship,5,5,245,5,low,M,5,1252
5985,A,Ship,4,5,198,7,medium,M,9,4249
6946,B,Ship,4,1,219,3,low,F,5,5632
6449,C,Flight,3,4,150,2,low,F,6,5987
5997,A,Ship,6,5,249,4,medium,M,3,1710
3269,C,Road,5,4,217,3,medium,F,8,4949
257,C,Road,2,2,127,3,low,M,13,1128
4699,D,Ship,4,3,213,3,low,F,2,5722
4868,F,Ship,3,3,166,2,medium,F,8,5871
4511,C,Road,4,2,108,10,medium,M,5,4645
5618,F,Flight,5,4,281,3,low,F,10,5675
49,D,Ship,5,4,190,2,medium,M,9,3753
6353,C,Ship,3,2,253,2,medium,F,2,4567
2692,B,Ship,5,5,133,2,low,F,18,1134
8884,B,Road,5,3,270,5,medium,M,9,1764
8169,A,Ship,5,5,193,4,medium,M,8,5714
10025,C,Ship,5,1,258,3,medium,M,7,4466
5760,F,Flight,6,5,268,4,low,F,2,1324
4190,F,Ship,4,1,190,2,medium,F,4,4501
2472,F,Flight,5,2,143,3,medium,M,12,1802
10455,A,Ship,5,5,259,6,low,M,5,1382
9358,B,Ship,6,1,283,5,low,F,9,1311
5831,C,Ship,3,1,133,3,medium,M,8,4634
8615,C,Road,6,3,260,4,low,M,4,1358
385,D,Road,4,3,236,2,high,M,23,3123
4350,F,Ship,5,4,237,3,high,M,9,5401
4165,D,Ship,5,4,157,4,low,M,9,4840
2457,A,Road,2,3,142,3,low,F,46,1694
7003,D,Flight,4,1,173,4,low,F,5,5530
6483,A,Ship,3,2,177,3,medium,M,8,5006
1241,C,Flight,4,5,210,4,medium,F,28,3905
9653,C,Ship,3,2,158,2,medium,M,9,4881
8584,B,Ship,4,3,134,4,low,M,8,4879
9431,C,Road,7,5,301,4,low,M,9,1660
2529,A,Ship,2,3,139,8,medium,M,21,1033
7598,F,Ship,5,4,201,3,low,F,5,5137
7121,C,Flight,4,4,260,3,low,M,9,4224
3462,F,Ship,3,3,144,2,low,M,6,5994
949,D,Road,3,3,255,2,medium,M,3,2894
3038,F,Ship,5,4,135,2,medium,F,20,1908
1581,A,Ship,3,5,270,5,low,M,31,3737
6589,D,Flight,6,1,273,4,medium,F,6,1524
1502,F,Road,3,1,269,2,medium,M,38,2195
6891,A,Ship,6,3,247,4,medium,M,3,1903
10785,A,Ship,5,3,137,4,low,F,2,1034
7074,F,Ship,4,3,195,4,medium,F,1,5004
1128,F,Ship,4,4,136,3,high,F,35,1234
7718,F,Ship,6,5,276,4,low,M,3,1136
9420,F,Ship,7,3,300,4,medium,F,5,1244
10398,F,Road,5,2,171,3,low,M,6,4656
4328,F,Ship,5,3,104,4,low,M,3,4885
9719,C,Road,3,4,257,5,medium,M,10,4901
9033,A,Road,4,5,180,4,high,F,10,5176
8305,D,Ship,3,2,245,3,medium,F,7,4121
7873,D,Ship,3,1,224,3,low,M,8,4908
7396,B,Flight,5,2,223,5,low,F,5,1010
9190,B,Flight,5,1,232,5,medium,F,7,1069
6026,F,Flight,5,3,267,5,low,M,6,1119
3336,F,Ship,3,4,179,2,low,F,2,4931
10802,F,Road,5,3,234,5,low,M,7,1691
4995,A,Ship,3,3,269,3,high,F,6,4260
1437,A,Ship,4,3,142,6,low,M,6,1459
377,C,Ship,2,3,157,2,low,M,45,1965
9662,F,Ship,7,2,300,4,medium,M,3,1070
3307,D,Ship,4,3,223,3,medium,F,9,5897
6796,B,Ship,3,4,178,8,medium,F,6,4146
9338,F,Ship,4,3,184,7,medium,M,5,5920
1560,F,Ship,3,1,171,2,low,M,1,1629
3773,C,Ship,3,5,156,8,medium,F,9,4733
5592,F,Road,2,3,201,3,medium,M,5,5733
1589,C,Ship,5,4,185,4,medium,M,31,3565
6428,F,Road,3,5,172,3,medium,M,1,5024
8757,A,Road,3,1,154,3,medium,M,4,4631
5449,D,Ship,6,4,157,6,low,F,9,5354
3981,A,Flight,5,3,244,2,low,M,5,4713
400,B,Road,3,1,220,2,high,F,40,3773
6970,B,Road,4,4,192,4,low,F,2,5856
3295,D,Flight,4,1,155,3,low,F,5,4283
2791,D,Ship,2,5,282,5,low,M,63,1173
38,F,Ship,2,4,181,6,medium,F,16,3605
3673,D,Road,4,1,251,3,low,F,4,4374
3,A,Flight,2,2,183,4,low,M,48,3374
9579,A,Road,3,1,236,3,medium,F,8,5341
514,B,Ship,5,3,250,5,low,M,12,2722
6169,D,Flight,5,2,197,4,high,M,4,4339
6615,A,Ship,7,3,307,4,low,M,4,1653
9600,F,Flight,4,1,149,3,low,M,2,4499
8720,F,Ship,4,4,265,4,medium,F,6,4607
3175,D,Ship,3,2,207,3,high,F,3,4909
4405,D,Ship,3,4,246,3,low,M,1,4020
894,F,Ship,3,2,232,2,low,F,39,2139
9658,B,Ship,4,3,275,5,medium,M,5,1329
6002,F,Road,4,3,270,5,low,F,3,1786
9857,C,Road,4,4,185,2,medium,F,1,4729
1913,C,Road,3,5,226,3,medium,M,5,3914
7229,C,Ship,3,5,268,2,low,F,4,5909
5110,B,Ship,5,3,163,6,low,M,6,4349
7538,F,Flight,3,1,214,2,low,F,3,5595
8002,B,Ship,7,2,285,4,low,M,2,1491
7073,C,Ship,3,1,150,2,low,F,6,5355
10756,B,Ship,4,1,300,5,medium,M,6,1027
4038,F,Ship,5,5,243,6,medium,F,9,4587
8979,A,Ship,5,4,191,4,low,M,8,4566
9666,F,Ship,7,5,289,4,low,F,10,1074
618,F,Ship,5,3,245,2,medium,F,8,3231
5441,C,Ship,3,1,225,2,high,M,6,5274
10207,D,Ship,4,2,259,5,medium,F,2,1054
5914,B,Ship,3,5,284,2,low,M,10,5619
623,C,Ship,3,4,253,3,low,M,6,3788
10732,B,Ship,4,3,253,5,low,F,10,1464
2760,F,Ship,3,1,206,3,medium,M,28,2892
6016,B,Road,4,2,227,5,low,M,7,1354
1012,B,Ship,4,5,262,4,low,M,16,2871
9066,F,Ship,4,2,263,3,medium,M,4,4935
999,A,Ship,3,3,141,2,medium,F,48,1758
5135,C,Ship,4,4,197,2,medium,F,1,5211
6791,C,Ship,4,4,201,10,low,M,3,4202
1456,B,Ship,4,5,241,4,medium,M,58,2874
1052,F,Ship,2,1,163,3,medium,F,24,1119
4168,B,Ship,3,2,231,3,low,F,5,5046
2861,C,Road,4,1,168,2,low,F,41,1515
6067,D,Ship,5,1,267,4,low,M,5,4440
8385,A,Ship,3,1,223,2,low,M,8,5719
2564,F,Ship,4,5,156,3,low,F,33,1836
10267,D,Road,3,4,138,5,medium,F,5,5690
4892,F,Ship,3,4,197,2,low,F,3,4865
5634,F,Flight,4,4,203,3,medium,M,8,4443
10492,B,Ship,4,5,248,3,low,M,7,5853
6326,F,Ship,3,4,237,3,low,M,1,5980
10279,D,Flight,4,3,164,3,medium,F,4,4495
1569,A,Ship,3,2,174,3,low,M,4,1337
8506,B,Flight,5,1,183,6,medium,F,2,5082
5104,B,Ship,5,3,215,2,medium,F,10,5194
10381,D,Ship,2,5,238,4,medium,M,9,4086
8915,C,Flight,6,3,276,4,low,M,6,1670
426,F,Flight,4,3,158,3,medium,F,57,1911
5999,C,Ship,6,2,266,4,low,F,9,1220
7322,F,Ship,6,2,226,4,high,F,7,5600
6367,D,Ship,3,5,227,3,high,M,9,4892
7841,C,Ship,3,2,201,3,medium,M,7,4890
9372,F,Ship,6,2,191,5,low,M,1,4314
6410,F,Ship,3,2,164,2,medium,F,7,4150
2458,B,Road,5,2,137,3,medium,M,47,1023
5653,D,Ship,3,5,196,3,medium,F,9,4741
2633,C,Ship,4,5,244,3,low,F,49,3914
990,F,Ship,3,2,182,2,low,F,40,2592
8939,C,Ship,5,3,162,4,low,F,6,1968
5272,B,Ship,7,4,243,4,medium,F,6,1362
2550,F,Ship,3,3,176,2,medium,M,34,1856
6664,B,Ship,2,1,143,3,low,M,4,4512
8837,C,Ship,6,4,258,4,low,M,9,1104
2772,F,Ship,6,5,249,5,medium,M,26,3897
9635,C,Ship,7,3,289,4,low,F,3,1037
9242,F,Ship,4,4,166,6,low,F,6,4100
3572,F,Flight,3,4,217,3,low,F,5,4077
8571,A,Ship,3,1,165,3,low,M,10,5823
8026,B,Ship,7,3,286,4,low,F,5,1866
7549,D,Flight,5,2,268,3,medium,M,8,5385
8113,D,Ship,3,4,240,3,high,F,6,4412
4522,B,Flight,3,3,260,4,low,M,8,5595
7738,B,Ship,5,2,232,6,medium,F,3,1540
2918,F,Ship,4,4,176,3,medium,M,53,1472
3910,B,Ship,2,1,271,2,low,M,7,5875
9080,F,Ship,3,5,150,10,low,M,2,5042
10881,A,Ship,3,4,148,3,low,M,1,4387
8817,A,Ship,4,3,211,7,high,M,9,5652
6922,B,Ship,5,3,252,2,medium,M,9,1809
9103,D,Ship,4,4,226,5,low,M,1,1761
4267,D,Ship,3,2,169,3,low,F,3,5673
2203,D,Flight,5,3,266,3,low,F,19,2508
6085,D,Ship,2,1,192,3,low,F,9,4774
360,F,Ship,4,3,131,5,low,M,6,1659
179,C,Ship,3,3,192,3,medium,F,2,3995
9437,C,Road,6,2,235,5,low,F,5,1051
6412,B,Ship,3,4,216,3,medium,M,3,5651
4412,F,Ship,3,4,257,4,low,M,9,4537
10550,F,Flight,6,2,205,5,high,M,6,4756
3214,B,Ship,3,4,210,3,low,M,10,4398
9566,F,Road,4,4,153,2,low,F,8,4248
10083,A,Ship,3,4,164,2,low,M,1,4067
8733,A,Ship,6,4,268,4,medium,M,5,4126
3629,C,Ship,4,1,134,3,medium,M,2,4983
9625,D,Ship,6,3,244,5,medium,F,1,1847
671,C,Road,4,3,244,3,medium,M,1,3982
8804,F,Ship,3,5,195,2,medium,F,9,5832
6524,F,Ship,3,3,261,8,low,M,10,4145
4679,C,Ship,5,4,210,3,medium,F,6,5102
9136,B,Ship,6,5,253,4,medium,M,8,1899
9797,C,Ship,4,1,177,2,low,M,2,5911
7292,F,Ship,4,4,194,4,low,F,10,5024
5087,C,Ship,4,3,158,3,high,M,1,5089
10827,A,Flight,4,5,167,2,low,F,10,5067
10657,D,Ship,2,5,277,3,medium,M,6,1032
6750,F,Ship,5,3,173,3,low,M,5,5395
8549,C,Ship,5,2,226,5,medium,M,5,1323
2291,C,Ship,4,2,273,4,low,F,26,3223
10872,F,Ship,3,5,205,4,low,F,9,4819
10387,D,Road,3,2,180,6,medium,M,3,5780
2764,B,Ship,3,2,191,4,medium,F,16,2277
996,F,Ship,4,2,141,2,medium,M,52,1012
8689,D,Ship,3,3,169,3,high,M,1,4647
411,A,Flight,3,2,264,3,medium,M,5,3861
3165,A,Flight,4,4,225,5,low,M,5,5060
6676,B,Ship,3,3,150,3,low,M,5,5328
8586,F,Ship,6,4,222,8,low,F,1,5808
5845,D,Ship,3,4,98,3,low,M,5,4432
3475,D,Ship,2,2,161,5,medium,M,3,4138
5357,C,Flight,2,4,144,4,low,F,8,5760
4532,F,Flight,6,1,174,10,medium,M,7,4287
564,F,Flight,3,3,229,3,low,M,14,2164
1248,F,Flight,4,4,197,3,low,F,29,2915
383,C,Ship,5,4,215,2,low,F,45,3501
10777,D,Ship,5,2,226,6,low,F,5,1981
8165,C,Ship,2,3,129,5,medium,M,3,5444
10929,A,Ship,3,5,278,4,medium,F,8,1785
5407,D,Ship,4,3,161,2,medium,M,3,4391
9030,F,Road,6,3,171,3,low,F,1,4952
8663,C,Ship,7,5,293,4,low,F,2,1080
9217,D,Ship,4,4,270,3,low,F,4,5888
7848,F,Ship,4,5,177,3,medium,F,7,4243
10764,F,Ship,5,1,259,5,low,F,7,1871
1136,F,Ship,6,1,257,3,medium,M,60,3416
10836,F,Flight,5,4,143,2,low,F,8,5291
7667,C,Road,4,5,244,3,low,F,7,4172
9248,F,Ship,4,3,256,2,medium,F,3,4679
9255,A,Ship,3,3,258,3,medium,F,7,4068
488,F,Ship,4,1,139,3,low,F,56,1811
7084,B,Ship,5,1,198,4,low,F,5,5719
7827,A,Ship,4,2,136,4,medium,M,9,5038
8718,F,Ship,5,1,193,6,medium,F,4,5964
8241,A,Ship,4,4,221,10,high,M,6,5582
8893,D,Road,5,2,223,5,medium,F,6,1883
5054,F,Road,4,4,145,3,medium,F,3,5424
8904,F,Flight,6,5,308,4,low,F,7,1078
835,D,Flight,5,4,271,3,medium,F,16,2563
5514,F,Ship,4,1,233,4,low,M,2,1809
2038,B,Road,4,1,280,3,medium,M,2,3366
1354,B,Road,3,2,158,3,medium,F,39,1512
9799,D,Ship,5,5,210,6,low,M,3,5051
439,D,Ship,3,5,241,3,medium,M,48,2841
8460,F,Ship,4,2,128,3,medium,M,7,5675
1445,C,Ship,5,5,230,3,medium,M,43,3609
4349,C,Ship,3,2,139,5,low,M,8,4595
214,B,Ship,2,5,160,3,medium,F,31,7401
5393,C,Ship,2,3,257,2,low,F,1,5331
5398,B,Ship,5,3,202,4,low,M,6,5107
9094,B,Ship,6,5,289,4,low,M,5,1600
149,C,Flight,3,3,135,3,low,M,56,1490
4104,F,Road,4,3,139,3,low,F,1,4986
5150,F,Ship,3,1,217,4,medium,F,1,5761
885,A,Ship,2,2,161,2,medium,F,1,1642
1293,A,Ship,5,5,133,3,medium,F,21,1648
8186,F,Ship,3,3,250,2,medium,F,4,4380
4882,B,Ship,4,5,218,6,low,M,5,4364
9984,F,Road,4,2,158,3,medium,F,9,4078
654,F,Ship,3,1,157,2,high,M,19,1898
159,A,Ship,5,5,205,2,high,M,65,3671
7828,B,Ship,2,2,173,3,low,F,10,4736
4144,B,Ship,3,4,122,3,high,F,10,4880
5144,F,Ship,5,2,206,2,medium,F,2,5627
2677,D,Ship,5,3,209,4,medium,F,7,2675
3678,F,Road,3,1,180,6,low,M,5,4802
8402,F,Ship,3,3,151,3,medium,F,1,5297
1772,F,Road,3,3,242,3,low,F,7,3127
6044,F,Flight,6,2,250,4,medium,F,3,1777
4825,D,Ship,5,1,285,4,medium,F,10,1428
10096,B,Ship,4,5,243,3,low,M,9,5263
5492,F,Flight,4,4,196,5,low,F,6,4258
4648,B,Road,3,2,271,2,medium,M,6,5280
