id,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
5796, Q3,2016,Manual,29777,Diesel,160,49.6,2.0
5797, A1,2016,Manual,25103,Petrol,0,67.3,1.0
5798, SQ7,2017,Semi-Auto,23000,Diesel,145,39.2,4.0
5799, A6,2015,Manual,35921,Diesel,30,65.7,2.0
5800, A3,2017,Automatic,20200,Petrol,150,55.4,1.4
5801, A6,2015,Automatic,96230,Diesel,30,64.2,2.0
5802, A4,2017,Manual,28630,Diesel,20,68.9,2.0
5803, A3,2019,Automatic,9583,Petrol,150,41.5,1.5
5804, A3,2019,Manual,5500,Diesel,145,49.6,1.6
5805, A3,2009,Semi-Auto,99200,Diesel,155,52.3,2.0
5806, Q5,2017,Semi-Auto,27500,Diesel,145,55.4,2.0
5807, Q5,2019,Semi-Auto,5799,Diesel,150,38.2,2.0
5808, A6,2016,Manual,35421,Diesel,30,64.2,2.0
5809, Q2,2019,Automatic,6826,Petrol,145,33.2,2.0
5810, Q3,2017,Manual,36667,Diesel,150,56.5,2.0
5811, A3,2019,Manual,1853,Petrol,145,48.7,1.0
5812, A5,2019,Automatic,10,Petrol,145,40.4,2.0
5813, Q7,2016,Semi-Auto,61089,Diesel,200,47.9,3.0
5814, Q2,2018,Semi-Auto,30200,Petrol,145,52.3,1.4
5815, A3,2019,Automatic,6000,Diesel,145,51.4,2.0
5816, A4,2018,Semi-Auto,15061,Petrol,145,51.4,1.4
5817, A1,2017,Manual,34309,Petrol,30,55.4,1.4
5818, Q2,2019,Manual,3500,Petrol,145,43.5,1.5
5819, Q3,2020,Semi-Auto,1000,Petrol,150,40.4,1.5
5820, Q3,2017,Semi-Auto,18728,Diesel,150,50.4,2.0
5821, A5,2014,Automatic,88000,Diesel,125,58.9,2.0
5822, A4,2019,Automatic,3608,Diesel,145,39.2,3.0
5823, Q2,2018,Manual,8668,Diesel,145,64.2,1.6
5824, A3,2018,Automatic,3954,Petrol,145,56.5,1.5
5825, A3,2014,Manual,28801,Petrol,30,57.6,1.2
5826, A3,2019,Manual,7307,Diesel,145,51.4,1.6
5827, Q2,2017,Manual,50841,Diesel,145,64.2,1.6
5828, Q3,2017,Manual,16100,Petrol,150,49.6,1.4
5829, Q2,2019,Semi-Auto,1910,Petrol,145,42.2,1.5
5830, A5,2014,Semi-Auto,52132,Diesel,160,49.6,3.0
5831, A5,2019,Automatic,6129,Diesel,145,48.7,2.0
5832, A3,2018,Automatic,15044,Diesel,145,52.3,1.6
5833, Q3,2014,Semi-Auto,25440,Petrol,150,45.6,1.4
5834, TT,2019,Automatic,5214,Petrol,145,40.9,2.0
5835, Q7,2018,Automatic,12219,Diesel,145,47.9,3.0
5836, Q5,2019,Semi-Auto,13246,Diesel,145,39.2,2.0
5837, A3,2020,Manual,609,Petrol,150,49.6,1.0
5838, A1,2014,Manual,27427,Diesel,20,68.9,2.0
5839, A1,2020,Manual,3265,Petrol,145,47.9,1.0
5840, Q5,2016,Semi-Auto,51756,Diesel,205,47.1,2.0
5841, A3,2017,Manual,49245,Diesel,20,65.7,2.0
5842, Q3,2019,Manual,10,Petrol,145,40.9,1.5
5843, A5,2017,Semi-Auto,27049,Diesel,145,67.3,2.0
5844, A1,2020,Manual,4500,Petrol,145,47.9,1.0
5845, Q5,2017,Automatic,22040,Diesel,150,55.4,2.0
5846, Q2,2018,Automatic,31352,Petrol,145,54.3,1.4
5847, A3,2016,Manual,68829,Diesel,20,67.3,2.0
5848, A4,2017,Manual,15097,Petrol,150,53.3,1.4
5849, A1,2015,Manual,29704,Diesel,0,80.7,1.6
5850, A3,2017,Automatic,37091,Petrol,150,43.5,2.0
5851, Q2,2019,Manual,3000,Diesel,145,47.9,1.6
5852, Q5,2019,Semi-Auto,19,Petrol,145,33.2,2.0
5853, TT,2020,Semi-Auto,4433,Petrol,150,35.3,2.0
5854, Q5,2013,Automatic,50000,Diesel,205,47.1,2.0
5855, TT,2019,Automatic,3500,Petrol,145,38.7,2.0
5856, RS6,2020,Automatic,3000,Petrol,145,22.1,4.0
5857, A3,2020,Semi-Auto,3925,Petrol,145,44.1,1.5
5858, A5,2018,Automatic,40929,Diesel,145,58.9,3.0
5859, Q2,2019,Semi-Auto,22,Diesel,145,47.9,2.0
5860, Q3,2019,Manual,10300,Petrol,150,39.8,1.5
5861, Q3,2016,Automatic,43328,Diesel,165,50.4,2.0
5862, Q3,2017,Manual,32590,Petrol,125,51.4,1.4
5863, A1,2019,Semi-Auto,6745,Petrol,145,47.1,1.0
5864, Q3,2016,Manual,32726,Diesel,30,61.4,2.0
5865, A3,2014,Manual,22014,Petrol,145,48.7,1.8
5866, A1,2015,Semi-Auto,12277,Diesel,0,76.3,1.6
5867, A3,2016,Manual,122000,Diesel,0,74.3,1.6
5868, A4,2017,Automatic,34153,Petrol,160,44.1,2.0
5869, A1,2019,Semi-Auto,6063,Petrol,150,47.1,1.0
5870, Q3,2019,Semi-Auto,5000,Petrol,145,32.1,2.0
5871, A6,2014,Manual,55368,Diesel,125,57.6,2.0
5872, A5,2015,Manual,94690,Diesel,125,58.9,2.0
5873, TT,2016,Manual,20674,Petrol,160,46.3,2.0
5874, A3,2017,Manual,13688,Petrol,200,40.4,2.0
5875, A6,2018,Semi-Auto,11551,Diesel,150,61.4,2.0
5876, Q2,2019,Manual,4722,Diesel,145,49.6,1.6
5877, RS5,2019,Automatic,7800,Petrol,145,29.7,2.9
5878, Q3,2017,Manual,28105,Diesel,30,62.8,2.0
5879, TT,2016,Semi-Auto,25529,Petrol,300,34.0,2.5
5880, Q2,2017,Automatic,20887,Petrol,145,52.3,1.4
5881, A5,2016,Automatic,14790,Petrol,160,44.1,1.8
5882, A3,2019,Semi-Auto,8585,Petrol,145,41.5,1.5
5883, Q5,2017,Manual,31185,Diesel,200,47.9,2.0
5884, A5,2019,Automatic,4012,Petrol,145,40.4,2.0
5885, A6,2018,Semi-Auto,21457,Diesel,145,39.8,3.0
5886, A1,2016,Manual,34886,Diesel,0,76.3,1.6
5887, A5,2019,Automatic,2302,Petrol,145,36.7,2.0
5888, Q7,2019,Semi-Auto,4236,Diesel,145,33.2,3.0
5889, SQ5,2015,Automatic,82820,Diesel,260,41.5,3.0
5890, A3,2019,Semi-Auto,12066,Petrol,145,42.2,1.5
5891, A3,2018,Manual,19792,Petrol,145,54.3,1.5
5892, RS6,2017,Semi-Auto,47501,Petrol,145,29.4,4.0
5893, Q7,2019,Automatic,4500,Diesel,145,33.2,3.0
5894, Q3,2020,Manual,4000,Petrol,145,40.9,1.5
5895, Q3,2019,Manual,4288,Petrol,145,39.8,1.5
5896, Q5,2016,Semi-Auto,44929,Diesel,200,47.1,2.0
5897, Q3,2015,Semi-Auto,56310,Diesel,160,50.4,2.0
5898, Q3,2020,Semi-Auto,5000,Petrol,145,39.8,1.5
5899, A8,2018,Semi-Auto,20672,Diesel,145,50.4,3.0
5900, A3,2015,Manual,69431,Diesel,0,74.3,1.6
5901, S4,2019,Automatic,1481,Diesel,145,39.2,3.0
5902, A1,2015,Automatic,31000,Petrol,30,56.5,1.4
5903, A1,2017,Manual,27153,Petrol,0,67.3,1.0
5904, A3,2018,Manual,10980,Petrol,145,54.3,1.5
5905, A3,1998,Automatic,55000,Petrol,265,30.4,1.8
5906, A1,2016,Automatic,23000,Diesel,0,74.3,1.6
5907, A6,2012,Automatic,54373,Diesel,200,47.9,3.0
5908, Q7,2019,Automatic,1000,Diesel,145,33.6,3.0
5909, A3,2015,Semi-Auto,55934,Petrol,20,60.1,1.4
5910, A4,2016,Semi-Auto,29137,Diesel,145,53.3,3.0
5911, A3,2016,Manual,32542,Petrol,30,60.1,1.4
5912, Q2,2018,Manual,8792,Petrol,145,55.4,1.0
5913, Q3,2020,Semi-Auto,2166,Diesel,145,47.1,2.0
5914, A1,2013,Manual,69000,Diesel,0,74.3,1.6
5915, Q3,2019,Automatic,5364,Petrol,145,38.2,1.5
5916, A1,2014,Manual,90000,Diesel,0,74.3,1.6
5917, A6,2018,Semi-Auto,1790,Diesel,145,50.4,2.0
5918, A4,2017,Manual,15893,Petrol,145,51.4,1.4
5919, Q2,2019,Manual,3358,Petrol,145,47.1,1.0
5920, A3,2007,Manual,104000,Diesel,145,53.3,1.9
5921, Q7,2016,Automatic,38654,Diesel,200,47.9,3.0
5922, A3,2019,Manual,3265,Petrol,145,47.1,1.0
5923, Q5,2018,Semi-Auto,25889,Petrol,145,34.0,3.0
5924, A5,2018,Automatic,6541,Diesel,145,65.7,2.0
5925, Q2,2017,Manual,14383,Petrol,145,52.3,1.4
5926, Q5,2016,Semi-Auto,41185,Diesel,200,47.1,2.0
5927, A4,2017,Manual,39000,Diesel,145,74.3,2.0
5928, A3,2016,Manual,67537,Diesel,0,74.3,1.6
5929, A4,2019,Automatic,7396,Diesel,145,47.1,2.0
5930, A4,2016,Semi-Auto,39073,Diesel,30,64.2,3.0
5931, Q3,2017,Manual,13403,Diesel,150,56.5,2.0
5932, A3,2019,Semi-Auto,1348,Petrol,150,42.2,1.5
5933, A5,2018,Semi-Auto,12686,Diesel,145,58.9,3.0
5934, RS4,2019,Semi-Auto,9000,Petrol,150,29.1,2.9
5935, Q2,2019,Semi-Auto,2468,Diesel,145,46.3,1.6
5936, A1,2016,Manual,56603,Petrol,30,58.9,1.4
5937, A3,2019,Semi-Auto,2346,Diesel,150,50.4,2.0
5938, Q3,2017,Semi-Auto,9078,Petrol,145,40.4,2.0
5939, A3,2015,Manual,45000,Diesel,20,68.9,2.0
5940, A4,2020,Semi-Auto,6746,Diesel,145,45.6,2.0
5941, Q3,2013,Semi-Auto,40000,Diesel,200,47.9,2.0
5942, A4,2019,Automatic,6458,Diesel,145,47.1,2.0
5943, A1,2013,Manual,17956,Petrol,125,52.3,1.4
5944, A6,2016,Semi-Auto,35750,Diesel,160,51.4,3.0
5945, A1,2018,Manual,10436,Petrol,150,55.4,1.4
5946, Q2,2019,Semi-Auto,2611,Petrol,145,33.2,2.0
5947, Q5,2013,Semi-Auto,54143,Diesel,265,41.5,3.0
5948, Q7,2016,Semi-Auto,67181,Diesel,200,47.9,3.0
5949, Q2,2019,Automatic,4573,Petrol,145,40.9,1.5
5950, Q2,2017,Semi-Auto,33000,Petrol,145,51.4,1.4
5951, Q3,2014,Manual,20255,Petrol,235,38.7,2.0
5952, A5,2019,Automatic,1500,Petrol,145,39.8,2.0
5953, A3,2018,Manual,30930,Petrol,150,54.3,1.5
5954, A1,2019,Automatic,6262,Petrol,145,47.1,1.0
5955, TT,2016,Semi-Auto,16000,Petrol,300,34.0,2.5
5956, A3,2013,Manual,59447,Diesel,0,74.3,1.6
5957, A1,2016,Manual,12100,Petrol,30,56.5,1.4
5958, Q2,2019,Manual,3000,Diesel,145,49.6,1.6
5959, A3,2019,Semi-Auto,5700,Petrol,150,42.2,1.5
5960, A4,2017,Semi-Auto,44571,Petrol,240,37.7,3.0
5961, Q2,2020,Semi-Auto,6000,Petrol,145,42.2,1.5
5962, A3,2018,Semi-Auto,9087,Petrol,145,43.5,2.0
5963, A3,2015,Manual,61220,Diesel,0,83.1,1.6
5964, A5,2015,Semi-Auto,38540,Diesel,125,58.9,2.0
5965, A8,2018,Automatic,5289,Diesel,145,50.4,3.0
5966, Q2,2019,Automatic,4826,Petrol,145,33.2,2.0
5967, A4,2017,Manual,26461,Diesel,30,67.3,2.0
5968, A6,2015,Semi-Auto,81238,Diesel,20,67.3,2.0
5969, Q2,2017,Semi-Auto,9706,Petrol,145,52.3,1.4
5970, Q3,2017,Manual,18937,Petrol,145,49.6,1.4
5971, A6,2016,Automatic,52287,Diesel,125,58.9,2.0
5972, Q3,2016,Semi-Auto,27425,Petrol,200,40.4,2.0
5973, A4,2020,Semi-Auto,2999,Diesel,145,39.2,3.0
5974, A6,2017,Automatic,28500,Diesel,150,58.9,2.0
5975, A4,2017,Manual,15724,Diesel,150,67.3,2.0
5976, A3,2018,Manual,6350,Petrol,150,55.4,1.5
5977, Q7,2019,Semi-Auto,4750,Diesel,145,32.8,3.0
5978, A5,2016,Manual,54000,Diesel,145,54.3,2.0
5979, Q5,2019,Semi-Auto,4042,Diesel,145,38.2,2.0
5980, Q5,2016,Automatic,22049,Diesel,235,42.8,3.0
5981, Q7,2014,Semi-Auto,37252,Diesel,300,39.2,3.0
5982, A3,2019,Semi-Auto,2152,Diesel,145,52.3,1.6
5983, A5,2017,Semi-Auto,22631,Diesel,30,67.3,2.0
5984, TT,2012,Manual,66896,Petrol,165,44.1,1.8
5985, Q3,2016,Manual,16666,Diesel,30,60.1,2.0
5986, A3,2019,Manual,3833,Diesel,145,51.4,1.6
5987, A1,2017,Manual,25253,Petrol,30,56.5,1.4
5988, Q3,2017,Manual,18698,Petrol,145,49.6,1.4
5989, A5,2018,Automatic,11744,Diesel,145,61.4,2.0
5990, Q3,2016,Semi-Auto,8325,Petrol,150,47.9,1.4
5991, Q2,2017,Manual,23000,Petrol,150,52.3,1.4
5992, A6,2019,Semi-Auto,500,Diesel,145,47.9,2.0
5993, A6,2019,Semi-Auto,4899,Diesel,145,47.9,2.0
5994, A1,2015,Semi-Auto,50506,Petrol,20,60.1,1.4
5995, A8,2016,Automatic,26818,Diesel,200,47.9,3.0
5996, Q3,2019,Manual,4000,Diesel,145,42.8,2.0
5997, A1,2016,Manual,33500,Petrol,30,55.4,1.4
5998, Q3,2016,Manual,55689,Diesel,30,60.1,2.0
5999, A4,2016,Manual,75494,Diesel,30,64.2,2.0
6000, Q5,2016,Semi-Auto,27848,Diesel,200,47.1,2.0
6001, A3,2019,Semi-Auto,2246,Petrol,145,43.5,1.5
6002, Q3,2017,Manual,28615,Diesel,145,56.5,2.0
6003, A6,2018,Semi-Auto,15600,Diesel,145,50.4,2.0
6004, A7,2019,Semi-Auto,10,Diesel,145,38.2,3.0
6005, A6,2016,Semi-Auto,26157,Diesel,125,56.5,3.0
6006, A1,2017,Manual,8500,Petrol,150,67.3,1.0
6007, A4,2017,Automatic,25952,Diesel,145,67.3,2.0
6008, A7,2017,Semi-Auto,14468,Diesel,145,52.3,3.0
6009, S8,2017,Automatic,29583,Petrol,150,30.1,4.0
6010, Q5,2018,Automatic,25531,Petrol,145,40.9,2.0
6011, Q3,2016,Manual,38309,Diesel,145,52.3,2.0
6012, A6,2019,Semi-Auto,3968,Diesel,145,47.9,2.0
6013, A4,2016,Semi-Auto,29845,Petrol,160,45.6,2.0
6014, A4,2019,Manual,2525,Petrol,145,39.2,2.0
6015, Q5,2019,Automatic,5000,Diesel,145,39.2,2.0
6016, A3,2016,Manual,33279,Petrol,30,60.1,1.4
6017, A1,2017,Manual,9010,Petrol,150,55.4,1.4
6018, Q3,2014,Semi-Auto,33178,Diesel,205,47.9,2.0
6019, Q3,2017,Manual,67161,Petrol,150,51.4,1.4
6020, A3,2019,Manual,5901,Diesel,145,52.3,1.6
6021, A4,2019,Automatic,8177,Diesel,145,51.4,2.0
6022, A1,2016,Manual,58952,Diesel,0,76.3,1.6
6023, A3,2013,Manual,63986,Diesel,0,74.3,1.6
6024, A1,2019,Manual,7694,Petrol,150,50.4,1.0
6025, A3,2016,Manual,23631,Petrol,30,58.9,1.4
6026, A1,2016,Manual,24426,Diesel,0,76.3,1.6
6027, A6,2015,Automatic,41101,Diesel,20,67.3,2.0
6028, Q2,2019,Manual,5000,Diesel,150,49.6,1.6
6029, A6,2019,Automatic,1000,Diesel,145,47.9,2.0
6030, A3,2019,Manual,9946,Petrol,145,42.2,1.5
6031, A3,2019,Automatic,5000,Diesel,145,53.3,1.6
6032, A4,2019,Automatic,4418,Diesel,145,48.7,2.0
6033, Q8,2020,Automatic,3522,Diesel,145,30.7,4.0
6034, Q5,2018,Automatic,3000,Diesel,145,38.2,2.0
6035, A5,2019,Automatic,4500,Petrol,145,37.2,2.0
6036, A4,2016,Semi-Auto,33319,Diesel,0,72.4,2.0
6037, A3,2016,Automatic,39255,Diesel,20,70.6,1.6
6038, Q3,2015,Semi-Auto,44500,Petrol,145,47.9,1.4
6039, A3,2018,Manual,8507,Diesel,145,49.6,1.6
6040, A1,2013,Manual,65000,Diesel,0,74.3,1.6
6041, Q5,2014,Semi-Auto,69798,Diesel,200,47.1,2.0
6042, Q5,2017,Semi-Auto,21585,Petrol,145,40.9,2.0
6043, TT,2017,Manual,14000,Petrol,145,47.1,1.8
6044, Q3,2020,Manual,4000,Petrol,145,40.9,1.5
6045, Q3,2017,Manual,18998,Petrol,145,51.4,1.4
6046, Q7,2019,Automatic,4741,Diesel,145,33.2,3.0
6047, A5,2016,Manual,22677,Diesel,30,67.3,2.0
6048, Q5,2015,Semi-Auto,44422,Diesel,200,45.6,3.0
6049, Q3,2019,Automatic,4432,Petrol,145,31.4,2.0
6050, Q8,2019,Automatic,5000,Diesel,145,33.6,3.0
6051, A3,2019,Automatic,7471,Petrol,150,42.2,1.5
6052, A3,2017,Manual,38000,Petrol,145,60.1,1.4
6053, A4,2017,Semi-Auto,32585,Petrol,240,38.7,3.0
6054, A3,2019,Automatic,4031,Petrol,145,34.9,2.0
6055, TT,2017,Automatic,25000,Petrol,205,42.8,2.0
6056, Q3,2018,Semi-Auto,24350,Petrol,150,42.2,2.0
6057, A3,2015,Manual,94806,Diesel,30,65.7,2.0
6058, RS6,2015,Automatic,24987,Petrol,315,29.4,4.0
6059, A6,2016,Automatic,39314,Diesel,30,64.2,2.0
6060, Q3,2015,Manual,46525,Diesel,160,49.6,2.0
6061, A3,2013,Manual,62090,Diesel,20,67.3,2.0
6062, A5,2018,Automatic,9735,Diesel,145,58.9,3.0
6063, Q5,2015,Semi-Auto,30649,Diesel,200,47.1,2.0
6064, A5,2015,Automatic,62668,Diesel,145,53.3,2.0
6065, A4,2019,Automatic,5015,Diesel,145,50.4,2.0
6066, A5,2019,Automatic,7769,Petrol,145,37.7,2.0
6067, Q7,2016,Semi-Auto,44071,Diesel,300,39.2,4.0
6068, A3,2016,Manual,122000,Diesel,0,74.3,1.6
6069, A6,2016,Semi-Auto,36273,Diesel,30,61.4,2.0
6070, A6,2019,Semi-Auto,14051,Diesel,145,36.2,3.0
6071, Q5,2018,Semi-Auto,13500,Petrol,145,40.4,2.0
6072, A5,2019,Semi-Auto,1000,Petrol,145,40.4,2.0
6073, Q3,2015,Manual,49600,Diesel,160,49.6,2.0
6074, Q5,2019,Semi-Auto,8297,Diesel,145,38.2,2.0
6075, A1,2014,Automatic,52000,Petrol,30,54.3,1.4
6076, Q3,2017,Manual,50286,Diesel,145,61.4,2.0
6077, A3,2015,Automatic,49548,Petrol,20,60.1,1.4
6078, A3,2017,Automatic,14883,Petrol,145,43.5,2.0
6079, RS3,2015,Semi-Auto,49610,Petrol,300,34.9,2.5
6080, A1,2020,Manual,4000,Petrol,145,49.6,1.0
6081, TT,2016,Manual,25189,Petrol,150,47.1,1.8
6082, A1,2015,Manual,43000,Petrol,30,56.5,1.4
6083, Q2,2019,Manual,2000,Diesel,145,49.6,1.6
6084, Q3,2017,Semi-Auto,26821,Petrol,145,47.9,1.4
6085, A3,2019,Manual,8624,Petrol,145,48.7,1.0
6086, A3,2019,Automatic,3565,Petrol,145,42.2,1.5
6087, Q5,2015,Manual,83855,Diesel,160,50.4,2.0
6088, A4,2017,Manual,80005,Diesel,145,70.6,2.0
6089, A1,2014,Manual,41083,Diesel,0,74.3,1.6
6090, A5,2017,Semi-Auto,20320,Petrol,145,37.7,3.0
6091, A4,2016,Automatic,79252,Diesel,30,65.7,2.0
6092, A5,2012,Manual,70000,Diesel,125,60.1,2.0
6093, A4,2019,Automatic,5000,Diesel,145,40.9,3.0
6094, Q8,2019,Automatic,8702,Diesel,145,33.6,3.0
6095, Q7,2019,Automatic,6974,Diesel,145,32.8,3.0
6096, Q5,2016,Manual,52821,Petrol,260,35.8,2.0
6097, Q5,2015,Automatic,43000,Diesel,200,45.6,3.0
6098, A3,2020,Semi-Auto,6000,Petrol,145,41.5,1.5
6099, A3,2017,Manual,11706,Petrol,150,55.4,1.5
6100, A1,2020,Automatic,2500,Petrol,145,44.1,1.5
6101, TT,2019,Automatic,1493,Petrol,145,35.3,2.0
6102, A5,2019,Automatic,8922,Petrol,145,39.8,2.0
6103, A4,2016,Semi-Auto,57819,Diesel,0,72.4,2.0
6104, A6,2014,Semi-Auto,29074,Diesel,145,55.4,2.0
6105, A3,2019,Automatic,15481,Petrol,145,41.5,1.5
6106, A3,2016,Manual,30287,Petrol,20,60.1,1.4
6107, A3,2019,Manual,5472,Diesel,145,55.4,2.0
6108, TT,2015,Manual,20517,Diesel,20,67.3,2.0
6109, A1,2020,Semi-Auto,2888,Petrol,150,44.8,1.5
6110, A6,2016,Manual,28952,Diesel,30,64.2,2.0
6111, TT,2015,Manual,39000,Diesel,20,67.3,2.0
6112, A4,2017,Automatic,42156,Diesel,145,64.2,3.0
6113, A1,2016,Manual,42221,Petrol,30,55.4,1.4
6114, Q7,2019,Semi-Auto,6000,Diesel,145,33.2,3.0
6115, A5,2019,Automatic,1000,Petrol,145,39.8,2.0
6116, A4,2016,Manual,45478,Petrol,125,53.3,1.4
6117, A3,2015,Manual,25598,Petrol,205,40.4,2.0
6118, A5,2019,Semi-Auto,4327,Petrol,145,39.8,2.0
6119, A1,2017,Semi-Auto,13458,Petrol,150,56.5,1.4
6120, Q3,2014,Semi-Auto,50000,Diesel,205,47.9,2.0
6121, A6,2019,Semi-Auto,5313,Diesel,145,47.9,2.0
6122, A5,2019,Automatic,14713,Petrol,145,39.8,2.0
6123, Q8,2019,Automatic,945,Diesel,145,33.6,3.0
6124, A4,2018,Manual,18867,Diesel,145,62.8,2.0
6125, A3,2010,Manual,64800,Petrol,200,40.9,1.6
6126, Q3,2016,Semi-Auto,39775,Diesel,160,50.4,2.0
6127, A6,2016,Manual,35047,Diesel,30,65.7,2.0
6128, Q2,2019,Manual,5000,Diesel,145,49.6,1.6
6129, A6,2016,Automatic,55162,Diesel,30,61.4,2.0
6130, A6,2016,Manual,32808,Diesel,30,61.4,2.0
6131, Q3,2019,Manual,85,Diesel,150,40.9,2.0
6132, A3,2018,Manual,10697,Petrol,145,54.3,1.5
6133, Q3,2019,Manual,3204,Petrol,145,40.9,1.5
6134, Q3,2016,Semi-Auto,17989,Diesel,145,54.3,2.0
6135, A6,2019,Automatic,3241,Diesel,145,39.2,3.0
6136, A1,2017,Manual,25423,Petrol,0,67.3,1.0
6137, A5,2014,Automatic,61346,Diesel,160,49.6,3.0
6138, A1,2015,Automatic,37553,Petrol,30,57.6,1.4
6139, Q5,2017,Semi-Auto,30000,Petrol,145,34.0,3.0
6140, A4,2018,Manual,7919,Petrol,145,52.3,1.4
6141, Q5,2018,Automatic,18049,Petrol,145,40.9,2.0
6142, A6,2019,Automatic,2247,Diesel,145,47.9,2.0
6143, A1,2017,Manual,26517,Diesel,0,76.3,1.6
6144, Q5,2020,Semi-Auto,4564,Diesel,145,34.5,3.0
6145, A1,2016,Manual,15982,Petrol,0,67.3,1.0
6146, A7,2011,Automatic,64675,Diesel,145,55.4,3.0
6147, Q5,2020,Automatic,5412,Diesel,145,38.2,2.0
6148, A6,2015,Semi-Auto,57640,Diesel,125,61.4,2.0
6149, A1,2016,Manual,15567,Diesel,0,76.3,1.6
6150, A3,2015,Automatic,37000,Petrol,30,57.6,1.4
6151, A5,2016,Automatic,26498,Diesel,145,56.5,2.0
6152, Q3,2020,Semi-Auto,2500,Petrol,145,31.4,2.0
6153, A3,2020,Manual,6552,Petrol,150,47.9,1.0
6154, A4,2017,Manual,26970,Petrol,145,52.3,1.4
6155, Q3,2015,Manual,37182,Diesel,160,49.6,2.0
6156, A3,2013,Manual,89831,Diesel,0,74.3,1.6
6157, A8,2018,Semi-Auto,17951,Diesel,145,50.4,3.0
6158, A6,2015,Semi-Auto,39549,Diesel,30,64.2,2.0
6159, A4,2011,Manual,90000,Diesel,30,61.4,2.0
6160, A6,2016,Semi-Auto,24827,Petrol,330,30.7,4.0
6161, A4,2017,Semi-Auto,30417,Diesel,30,62.8,2.0
6162, A3,2015,Manual,78205,Diesel,20,68.9,1.6
6163, A5,2013,Semi-Auto,29323,Petrol,160,39.2,2.0
6164, A5,2017,Semi-Auto,17616,Diesel,145,65.7,2.0
6165, A5,2016,Manual,43000,Diesel,150,53.3,2.0
6166, A3,2016,Manual,64753,Diesel,20,70.6,2.0
6167, Q5,2015,Semi-Auto,48389,Diesel,240,42.8,3.0
6168, Q3,2019,Automatic,5342,Petrol,145,32.1,2.0
6169, A3,2016,Manual,36149,Diesel,0,74.3,1.6
6170, A3,2017,Manual,34900,Petrol,30,58.9,1.4
6171, Q2,2017,Manual,18068,Petrol,145,52.3,1.4
6172, Q3,2020,Semi-Auto,4500,Diesel,145,47.1,2.0
6173, A3,2019,Automatic,4444,Petrol,145,43.5,1.5
6174, TT,2017,Semi-Auto,24247,Petrol,160,44.8,2.0
6175, A1,2016,Manual,75869,Diesel,0,80.7,1.6
6176, Q7,2014,Automatic,33532,Diesel,305,39.2,3.0
6177, A4,2017,Manual,49095,Diesel,30,67.3,2.0
6178, A3,2015,Automatic,14000,Hybrid,0,188.3,1.4
6179, Q7,2017,Automatic,35652,Diesel,305,39.2,4.0
6180, Q3,2017,Manual,31638,Petrol,125,51.4,1.4
6181, A4,2015,Semi-Auto,35300,Diesel,125,57.6,2.0
6182, Q5,2019,Automatic,7078,Diesel,145,38.2,2.0
6183, A6,2019,Semi-Auto,18760,Diesel,150,50.4,2.0
6184, A6,2019,Automatic,6000,Diesel,145,50.4,2.0
6185, A7,2019,Automatic,6785,Diesel,145,35.8,3.0
6186, A3,2016,Manual,45258,Petrol,20,60.1,1.4
6187, Q5,2019,Semi-Auto,21,Petrol,145,32.1,2.0
6188, A6,2019,Automatic,7500,Diesel,145,37.7,3.0
6189, A1,2017,Manual,25785,Petrol,30,57.6,1.4
6190, Q7,2015,Automatic,47606,Diesel,200,47.9,3.0
6191, Q5,2020,Semi-Auto,2000,Diesel,145,38.2,2.0
6192, A4,2019,Automatic,5000,Diesel,145,44.8,2.0
6193, A5,2019,Automatic,1000,Petrol,145,40.4,2.0
6194, TT,2016,Manual,33700,Petrol,145,47.1,1.8
6195, A5,2019,Automatic,6066,Petrol,145,51.4,2.0
6196, A3,2017,Manual,7110,Petrol,30,60.1,0.0
6197, Q2,2019,Manual,5496,Diesel,145,46.3,1.6
6198, Q5,2019,Automatic,7329,Diesel,145,39.2,2.0
6199, A1,2017,Manual,15421,Petrol,145,67.3,1.0
6200, A3,2019,Semi-Auto,14307,Petrol,145,41.5,1.5
6201, A1,2013,Manual,90000,Diesel,0,74.3,1.6
6202, A6,2018,Semi-Auto,20000,Diesel,145,55.4,2.0
6203, A3,2015,Automatic,31000,Petrol,200,40.4,2.0
6204, A3,2008,Manual,119000,Petrol,260,37.7,2.0
6205, Q3,2017,Semi-Auto,41887,Diesel,145,55.4,2.0
6206, Q2,2019,Automatic,2000,Diesel,145,47.9,2.0
6207, Q3,2014,Manual,73362,Diesel,150,54.3,2.0
6208, A3,2016,Manual,22288,Petrol,20,60.1,1.0
6209, Q2,2019,Semi-Auto,7000,Petrol,145,33.2,2.0
6210, Q5,2018,Semi-Auto,24233,Petrol,145,34.0,3.0
6211, A6,2019,Semi-Auto,5695,Petrol,145,34.0,2.0
6212, Q3,2020,Semi-Auto,2015,Petrol,150,31.4,2.0
6213, A1,2016,Manual,31913,Petrol,0,67.3,1.0
6214, A4,2017,Semi-Auto,28036,Diesel,30,64.2,3.0
6215, Q3,2017,Manual,30123,Petrol,125,51.4,1.4
6216, Q7,2016,Semi-Auto,64668,Diesel,165,48.7,3.0
6217, A3,2019,Manual,10059,Petrol,145,43.5,1.5
6218, A4,2018,Automatic,33632,Petrol,145,50.4,1.4
6219, A4,2019,Semi-Auto,5201,Diesel,145,44.1,2.0
