age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
20,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico
29,Private,10,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States
44,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Female,3325,0,40,United-States
60,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
60,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States
38,Private,7,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
29,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
41,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1408,40,United-States
49,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
37,Private,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico
37,Self-emp-not-inc,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,60,United-States
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States
41,Private,14,Widowed,Prof-specialty,Not-in-family,White,Female,4650,0,55,United-States
19,Private,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,60,United-States
29,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States
53,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
44,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,England
29,Private,12,Divorced,Craft-repair,Unmarried,White,Female,0,0,38,United-States
25,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
50,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,1408,50,United-States
37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
48,Private,13,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States
50,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States
24,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States
34,Private,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States
19,Private,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
39,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
40,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
30,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
46,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
24,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States
18,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
50,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
42,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
42,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
37,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,3471,0,40,United-States
57,Private,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,16,United-States
27,Private,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,India
31,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
34,Local-gov,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
55,Self-emp-not-inc,9,Divorced,Other-service,Other-relative,White,Female,0,0,40,United-States
56,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
36,State-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1672,38,United-States
35,State-gov,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
28,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
38,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
30,Self-emp-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States
18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
35,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
53,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
46,Private,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
45,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
35,Private,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,India
41,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
18,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,1602,15,United-States
19,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
24,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1579,50,United-States
56,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
28,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States
29,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States
35,Self-emp-not-inc,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
18,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
53,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
26,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,Canada
55,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
45,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
35,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
36,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,37,United-States
41,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States
23,Private,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
22,Private,8,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States
36,Self-emp-not-inc,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,United-States
65,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,Columbia
33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States
31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
50,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
49,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
43,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
23,Federal-gov,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,India
23,Private,10,Divorced,Sales,Own-child,Black,Female,0,0,40,United-States
63,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
33,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
51,Self-emp-inc,13,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States
31,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
32,Private,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,2597,0,40,Japan
31,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,36,Jamaica
47,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
54,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
23,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
34,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
46,Private,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States
34,Private,12,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States
31,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States
41,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Peru
27,Self-emp-not-inc,11,Never-married,Prof-specialty,Other-relative,White,Male,0,0,30,United-States
23,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
59,Federal-gov,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States
35,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
59,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,Cuba
47,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
51,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,Female,0,0,44,United-States
42,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States
29,Federal-gov,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States
23,Private,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,45,Outlying-US(Guam-USVI-etc)
43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
30,Private,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
23,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States
29,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
33,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
33,Local-gov,9,Married-civ-spouse,Other-service,Husband,Black,Male,2105,0,40,United-States
46,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States
35,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States
25,Private,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,37,United-States
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30,Private,4,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,42,United-States
39,Private,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,84,United-States
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
22,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
50,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States
33,Private,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
59,Self-emp-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Italy
24,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
41,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
60,Private,13,Divorced,Exec-managerial,Own-child,White,Male,0,0,60,United-States
19,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,30,United-States
23,Private,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
57,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States
36,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,Japan
24,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
27,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
43,Private,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,55,United-States
54,Private,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
22,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
29,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
22,Private,8,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States
37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
38,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
34,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
45,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States
28,Private,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Mexico
68,Private,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,Cuba
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos
20,Private,5,Never-married,Other-service,Unmarried,White,Male,0,0,30,Mexico
24,Private,10,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States
38,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States
47,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,2174,0,40,England
28,Private,13,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States
32,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
64,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States
38,Private,10,Never-married,Sales,Own-child,White,Female,0,0,50,United-States
43,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28,Private,8,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
23,Private,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States
25,Private,5,Never-married,Handlers-cleaners,Own-child,Black,Male,2907,0,40,United-States
41,Private,9,Separated,Adm-clerical,Not-in-family,Black,Male,2354,0,40,United-States
41,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
27,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
54,Private,4,Widowed,Other-service,Unmarried,White,Male,0,0,30,United-States
28,Local-gov,9,Separated,Transport-moving,Own-child,White,Female,0,0,25,United-States
29,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,40,United-States
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan
60,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
34,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
27,Private,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,United-States
60,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
39,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
59,Private,8,Divorced,Transport-moving,Other-relative,Black,Male,0,0,35,United-States
34,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,Canada
36,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
54,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
48,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
19,Private,4,Never-married,Other-service,Own-child,White,Male,0,0,33,United-States
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
25,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
39,Private,12,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
34,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Private,9,Separated,Other-service,Unmarried,White,Female,0,0,30,United-States
43,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,24,United-States
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
36,Local-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States
59,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States
33,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
54,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
49,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
37,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
51,Self-emp-inc,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
39,Private,10,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,0,0,50,United-States
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,40,United-States
26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
51,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,6,South
39,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
26,Private,7,Never-married,Other-service,Other-relative,White,Male,0,0,30,Mexico
25,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States
61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States
49,Private,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States
53,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico
52,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,El-Salvador
52,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
50,Private,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
29,Private,13,Never-married,Sales,Not-in-family,White,Female,13550,0,35,United-States
76,Private,4,Widowed,Protective-serv,Not-in-family,White,Male,0,0,30,United-States
19,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
45,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
34,Private,12,Divorced,Adm-clerical,Own-child,White,Female,0,0,35,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States
27,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,United-States
43,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,Nicaragua
23,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
37,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
33,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States
28,Private,12,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
35,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
41,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,75,United-States
17,Private,7,Never-married,Other-service,Other-relative,White,Female,0,0,12,United-States
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
44,Private,11,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States
47,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
24,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
38,Self-emp-not-inc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,52,Jamaica
62,Local-gov,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States
27,Local-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States
59,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
35,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
38,Private,9,Separated,Other-service,Unmarried,Black,Female,0,0,32,United-States
28,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,50,United-States
28,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,38,United-States
59,State-gov,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
42,Private,10,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States
54,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States
39,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
41,Private,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
43,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Germany
32,Self-emp-inc,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,Iran
62,Private,10,Separated,Sales,Unmarried,White,Female,0,1617,33,United-States
58,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
43,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
31,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States
54,Private,13,Never-married,Other-service,Own-child,Black,Female,0,0,36,United-States
20,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,70,United-States
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
22,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,36,United-States
38,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,6849,0,60,United-States
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
44,State-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
28,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
74,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
34,Private,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States
50,State-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States
50,Private,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
29,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
61,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
21,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam
47,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran
39,Private,12,Divorced,Prof-specialty,Unmarried,White,Female,0,1380,40,United-States
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,Private,9,Never-married,Sales,Other-relative,Black,Female,0,0,37,United-States
38,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
35,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Germany
21,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
49,State-gov,11,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,44,United-States
50,Private,13,Separated,Prof-specialty,Own-child,Other,Female,0,0,40,United-States
36,State-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States
20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States
49,Private,9,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
40,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
22,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
67,Private,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States
21,Private,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States
17,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
43,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States
49,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
41,Private,13,Separated,Prof-specialty,Not-in-family,Black,Female,99999,0,60,United-States
38,Private,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
35,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States
40,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
46,State-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
25,Private,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,22,United-States
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,5178,0,40,United-States
24,Private,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States
