Gender,Education,Occupation Type,Residence Type,Experience Using Metaverse,Age,Annual Salary,Preferred Metaverse Type
male,Elementary school graduate,Mining,Townhouse,yes,7,458862,0
male,Bachelor's degree,Electric power industry,Apartment,yes,80,99676,0
other,Bachelor's degree,Distribution industry,Multiple home,no,97,128764,3
female,Elementary school graduate,Retail industry,Multiple home,yes,82,320529,2
other,Bachelor's degree,Insurance industry,Townhouse,yes,36,140911,1
male,Master's degree,Repair industry,Multiple home,no,34,31198,0
male,Elementary school graduate,Mining,Townhouse,yes,7,458862,0
male,Doctorate,Broadcasting industry,Multi-family home,no,11,364722,2
female,Bachelor's degree,Wholesale industry,Townhouse,yes,82,113713,0
other,Elementary school graduate,Fishing industry,Apartment,yes,86,43535,2
other,High school graduate,Agriculture,Multi-family home,no,31,234977,3
female,High school graduate,Mining,Multi-family home,yes,77,428513,1
other,Middle school graduate,Fishing industry,Apartment,yes,23,240216,1
male,Doctorate,Distribution industry,Townhouse,yes,18,401594,3
other,Doctorate,Service industry,Apartment,no,43,437552,0
female,Master's degree,Wholesale industry,Apartment,yes,25,364672,1
other,High school graduate,Fishing industry,Multi-family home,no,77,281701,2
female,High school graduate,Service industry,Multiple home,yes,46,296980,1
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
female,High school graduate,Agriculture,Multi-family home,no,56,135827,2
female,Doctorate,Wholesale industry,Townhouse,yes,84,121249,0
other,Middle school graduate,Electric power industry,Single-family home,yes,93,146400,3
female,Doctorate,Service industry,Townhouse,yes,48,247803,0
male,Bachelor's degree,Repair industry,Townhouse,no,57,378404,1
female,Doctorate,Retail industry,Multiple home,no,35,311479,2
male,Master's degree,Wholesale industry,Multiple home,no,94,433754,1
other,Middle school graduate,Mining,Officetel,yes,46,154642,2
other,Doctorate,Broadcasting industry,Single-family home,yes,3,408966,1
female,Middle school graduate,Agriculture,Multi-family home,yes,61,95370,1
male,High school graduate,Agriculture,Apartment,yes,62,22482,1
male,Elementary school graduate,Agriculture,Townhouse,yes,3,271449,3
male,High school graduate,Construction industry,Officetel,no,10,206273,1
male,Doctorate,Agriculture,Officetel,no,68,398445,0
male,High school graduate,Water industry,Multiple home,no,87,145422,1
female,Bachelor's degree,Maintenance industry,Single-family home,yes,45,403373,2
female,Bachelor's degree,Water industry,Single-family home,yes,60,64564,3
other,Elementary school graduate,Fishing industry,Apartment,yes,86,43535,2
female,Elementary school graduate,Broadcasting industry,Multiple home,no,74,365966,1
male,Doctorate,Service industry,Multi-family home,no,86,261093,1
male,Middle school graduate,Service industry,Single-family home,no,65,326027,2
female,Bachelor's degree,Distribution industry,Officetel,no,83,484780,0
other,Elementary school graduate,Forestry,Officetel,yes,71,482422,3
female,Bachelor's degree,Manufacturing industry,Multiple home,yes,36,18934,0
other,Bachelor's degree,Insurance industry,Multiple home,yes,87,101142,2
female,Elementary school graduate,Manufacturing industry,Multiple home,no,92,204854,3
other,Bachelor's degree,Distribution industry,Single-family home,no,71,201488,3
male,Doctorate,Fishing industry,Multiple home,yes,50,371628,3
other,Middle school graduate,Mining,Officetel,yes,46,154642,2
female,Master's degree,Forestry,Single-family home,no,32,151301,3
male,Middle school graduate,Retail industry,Multiple home,no,65,369787,1
female,Elementary school graduate,Distribution industry,Multi-family home,yes,86,106267,0
female,Elementary school graduate,Construction industry,Officetel,yes,89,420893,0
other,Middle school graduate,Gas industry,Multiple home,yes,36,148052,0
other,Master's degree,Fishing industry,Officetel,no,36,13059,2
other,High school graduate,Agriculture,Officetel,yes,73,145644,2
other,Elementary school graduate,Wholesale industry,Townhouse,yes,73,20737,3
other,Elementary school graduate,Electric power industry,Apartment,no,50,123964,0
other,Master's degree,Wholesale industry,Multi-family home,no,99,325194,2
other,Elementary school graduate,Retail industry,Townhouse,yes,84,212788,0
male,High school graduate,Service industry,Townhouse,no,34,30605,2
male,Master's degree,Finance industry,Single-family home,yes,1,156814,1
female,Middle school graduate,Forestry,Single-family home,no,71,22459,2
female,Master's degree,Repair industry,Single-family home,no,42,393408,2
male,High school graduate,Electric power industry,Single-family home,no,56,137744,0
other,Master's degree,Maintenance industry,Apartment,no,38,432999,2
male,Middle school graduate,Distribution industry,Single-family home,yes,78,333316,3
male,Bachelor's degree,Service industry,Multi-family home,no,75,286460,0
female,Elementary school graduate,Finance industry,Apartment,yes,62,199265,3
other,Middle school graduate,Water industry,Multi-family home,yes,2,399881,0
male,High school graduate,Agriculture,Apartment,yes,62,22482,1
male,Middle school graduate,Manufacturing industry,Apartment,yes,57,43691,3
other,Elementary school graduate,Agriculture,Multiple home,no,44,344700,2
other,High school graduate,Mining,Multiple home,no,64,360551,3
male,Elementary school graduate,Finance industry,Multiple home,yes,87,452297,2
male,Bachelor's degree,Electric power industry,Officetel,no,61,205805,3
male,High school graduate,Distribution industry,Multi-family home,no,91,443819,0
other,Elementary school graduate,Construction industry,Multiple home,yes,13,197391,1
male,Elementary school graduate,Gas industry,Single-family home,no,1,207776,3
other,Master's degree,Mining,Multi-family home,yes,3,256841,1
male,Doctorate,Electric power industry,Multi-family home,yes,70,193877,0
male,Doctorate,Retail industry,Multi-family home,no,12,181190,0
male,High school graduate,Fishing industry,Apartment,no,62,78131,3
male,Master's degree,Distribution industry,Multiple home,yes,18,16596,1
male,High school graduate,Fishing industry,Apartment,yes,88,86263,2
female,Elementary school graduate,Agriculture,Multi-family home,no,90,501480,0
other,Master's degree,Fishing industry,Multi-family home,no,75,227413,2
female,Bachelor's degree,Fishing industry,Apartment,no,77,36230,1
female,Master's degree,Agriculture,Officetel,yes,91,275280,1
female,Doctorate,Fishing industry,Multiple home,yes,11,303385,0
female,Elementary school graduate,Broadcasting industry,Single-family home,no,35,30023,0
female,Middle school graduate,Wholesale industry,Multi-family home,no,35,348507,3
male,Master's degree,Mining,Multi-family home,no,51,61303,2
female,Master's degree,Wholesale industry,Officetel,yes,93,18495,1
male,High school graduate,Manufacturing industry,Townhouse,no,69,9919,2
female,High school graduate,Retail industry,Single-family home,no,74,470326,3
other,Doctorate,Retail industry,Multiple home,yes,47,361850,0
female,Middle school graduate,Insurance industry,Officetel,yes,96,440264,2
other,Elementary school graduate,Distribution industry,Single-family home,no,52,435132,1
female,Middle school graduate,Fishing industry,Apartment,no,27,66962,1
female,Master's degree,Gas industry,Townhouse,yes,85,340673,3
female,Doctorate,Water industry,Multi-family home,no,87,266061,1
female,Elementary school graduate,Electric power industry,Multi-family home,no,25,476591,1
female,Bachelor's degree,Finance industry,Multiple home,yes,85,173992,1
female,Bachelor's degree,Distribution industry,Single-family home,no,89,213789,1
other,Doctorate,Manufacturing industry,Apartment,no,16,71572,1
female,Elementary school graduate,Fishing industry,Townhouse,yes,37,461905,0
female,Elementary school graduate,Mining,Single-family home,yes,44,157925,2
other,Middle school graduate,Gas industry,Townhouse,no,61,250754,3
female,Master's degree,Manufacturing industry,Officetel,no,17,253759,0
female,Master's degree,Manufacturing industry,Multiple home,no,26,207007,2
male,Master's degree,Electric power industry,Apartment,yes,47,62772,2
female,Bachelor's degree,Electric power industry,Townhouse,no,38,472211,1
other,Master's degree,Service industry,Multiple home,yes,56,177706,1
other,Doctorate,Agriculture,Officetel,no,50,120677,3
male,High school graduate,Agriculture,Townhouse,no,79,412541,0
female,Master's degree,Retail industry,Single-family home,no,42,102832,0
other,Middle school graduate,Electric power industry,Single-family home,yes,93,146400,3
other,Master's degree,Retail industry,Single-family home,no,99,88976,0
female,Elementary school graduate,Distribution industry,Multi-family home,yes,86,106267,0
male,Elementary school graduate,Maintenance industry,Single-family home,no,94,39204,1
male,Middle school graduate,Manufacturing industry,Apartment,yes,59,472103,3
female,Elementary school graduate,Finance industry,Apartment,yes,62,199265,3
other,Middle school graduate,Finance industry,Multiple home,no,18,61348,1
male,Middle school graduate,Broadcasting industry,Single-family home,yes,99,304216,2
female,Master's degree,Fishing industry,Multi-family home,yes,73,61997,1
other,Doctorate,Wholesale industry,Multiple home,yes,21,277865,2
female,Elementary school graduate,Wholesale industry,Multi-family home,yes,93,158325,0
other,High school graduate,Electric power industry,Officetel,no,47,438646,3
other,Master's degree,Fishing industry,Multiple home,yes,53,129813,2
male,Middle school graduate,Maintenance industry,Multi-family home,yes,24,260831,3
male,Doctorate,Gas industry,Multiple home,no,66,474875,3
female,Doctorate,Service industry,Officetel,no,36,116996,1
male,Middle school graduate,Mining,Multi-family home,yes,48,403546,1
male,Bachelor's degree,Distribution industry,Multi-family home,yes,51,197957,1
female,Doctorate,Forestry,Officetel,yes,64,138347,2
female,Doctorate,Wholesale industry,Townhouse,yes,84,121249,0
female,Elementary school graduate,Mining,Townhouse,no,80,344374,3
other,Elementary school graduate,Fishing industry,Multi-family home,yes,61,296434,1
female,Doctorate,Gas industry,Apartment,no,42,88908,1
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
other,Elementary school graduate,Distribution industry,Multiple home,no,57,344038,1
other,Master's degree,Water industry,Multi-family home,no,12,11494,2
other,Master's degree,Finance industry,Multiple home,no,11,77936,2
male,High school graduate,Agriculture,Officetel,yes,11,359600,1
other,Doctorate,Fishing industry,Townhouse,yes,37,298526,0
male,Master's degree,Distribution industry,Multiple home,yes,18,16596,1
female,Bachelor's degree,Service industry,Single-family home,yes,36,160299,3
male,Doctorate,Water industry,Apartment,no,79,62043,1
female,Doctorate,Retail industry,Apartment,yes,58,109329,1
other,Bachelor's degree,Agriculture,Officetel,yes,11,233528,2
male,Middle school graduate,Electric power industry,Officetel,yes,91,508267,1
male,Elementary school graduate,Forestry,Single-family home,yes,12,279276,0
female,Elementary school graduate,Maintenance industry,Apartment,yes,37,237502,1
female,High school graduate,Service industry,Multi-family home,yes,18,169959,3
male,Elementary school graduate,Retail industry,Townhouse,no,13,221229,0
other,High school graduate,Forestry,Officetel,yes,92,343899,0
female,Middle school graduate,Forestry,Single-family home,no,71,22459,2
other,Doctorate,Maintenance industry,Single-family home,no,57,267600,2
other,Elementary school graduate,Mining,Townhouse,yes,15,137462,2
female,Elementary school graduate,Distribution industry,Townhouse,no,67,423681,3
male,Bachelor's degree,Mining,Townhouse,yes,74,103738,2
male,Master's degree,Broadcasting industry,Multiple home,no,48,33398,1
male,Elementary school graduate,Mining,Townhouse,yes,7,458862,0
male,Master's degree,Manufacturing industry,Officetel,yes,3,63658,0
female,Bachelor's degree,Service industry,Single-family home,yes,36,160299,3
male,High school graduate,Service industry,Townhouse,no,34,30605,2
female,High school graduate,Fishing industry,Officetel,no,80,181519,3
female,Elementary school graduate,Construction industry,Officetel,yes,89,420893,0
other,Master's degree,Wholesale industry,Apartment,yes,80,418832,1
other,Middle school graduate,Mining,Officetel,no,55,290401,3
female,Middle school graduate,Construction industry,Townhouse,yes,50,438058,2
male,Doctorate,Wholesale industry,Single-family home,no,82,200994,2
female,Doctorate,Service industry,Multi-family home,no,37,449650,1
other,Bachelor's degree,Wholesale industry,Officetel,yes,69,200250,2
male,Elementary school graduate,Electric power industry,Officetel,yes,61,341560,1
male,High school graduate,Mining,Apartment,no,21,92016,1
female,Elementary school graduate,Broadcasting industry,Multiple home,yes,78,23266,3
female,Elementary school graduate,Manufacturing industry,Townhouse,yes,53,12581,1
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
female,Doctorate,Electric power industry,Apartment,yes,66,311089,0
female,Middle school graduate,Agriculture,Multiple home,no,7,282345,1
female,Bachelor's degree,Repair industry,Officetel,yes,97,137888,1
female,Bachelor's degree,Maintenance industry,Multiple home,yes,46,37229,3
other,Elementary school graduate,Fishing industry,Townhouse,no,97,120974,1
male,High school graduate,Water industry,Apartment,no,69,119518,0
other,Doctorate,Broadcasting industry,Single-family home,yes,3,408966,1
female,Middle school graduate,Retail industry,Multiple home,yes,40,346046,3
male,Elementary school graduate,Manufacturing industry,Apartment,no,58,324845,1
other,Doctorate,Water industry,Single-family home,yes,85,366188,3
male,Elementary school graduate,Wholesale industry,Multi-family home,yes,38,399845,0
other,Doctorate,Construction industry,Single-family home,no,50,485436,1
female,Bachelor's degree,Broadcasting industry,Multi-family home,no,15,381207,1
female,Doctorate,Manufacturing industry,Apartment,no,45,239391,1
other,Middle school graduate,Construction industry,Townhouse,yes,50,264737,0
other,Middle school graduate,Wholesale industry,Townhouse,yes,85,95088,1
other,Bachelor's degree,Mining,Apartment,yes,50,267471,3
other,Elementary school graduate,Electric power industry,Multiple home,no,66,217373,0
female,Bachelor's degree,Broadcasting industry,Multi-family home,yes,15,89592,3
male,Bachelor's degree,Retail industry,Single-family home,no,2,392190,0
other,High school graduate,Service industry,Multi-family home,yes,13,58962,1
female,Doctorate,Fishing industry,Multiple home,yes,11,303385,0
female,Master's degree,Manufacturing industry,Officetel,yes,54,218674,2
female,Middle school graduate,Electric power industry,Single-family home,no,48,431941,1
female,Elementary school graduate,Wholesale industry,Apartment,no,76,144766,1
female,Bachelor's degree,Insurance industry,Apartment,no,80,77483,1
male,High school graduate,Gas industry,Multiple home,no,2,453369,3
female,Elementary school graduate,Manufacturing industry,Single-family home,no,94,325144,2
male,Elementary school graduate,Repair industry,Apartment,no,93,36785,0
male,Middle school graduate,Distribution industry,Multi-family home,yes,94,493893,3
male,Master's degree,Electric power industry,Apartment,yes,47,62772,2
other,Doctorate,Gas industry,Multiple home,yes,4,400387,1
female,Middle school graduate,Distribution industry,Multi-family home,yes,46,188019,0
female,Elementary school graduate,Mining,Officetel,yes,70,371713,2
female,Master's degree,Gas industry,Townhouse,yes,85,340673,3
female,Middle school graduate,Mining,Apartment,no,97,239136,0
male,Bachelor's degree,Retail industry,Multi-family home,yes,25,349178,0
male,Doctorate,Fishing industry,Multi-family home,yes,64,37726,2
other,Master's degree,Maintenance industry,Townhouse,yes,87,13705,2
other,Doctorate,Repair industry,Single-family home,yes,70,26887,1
male,Master's degree,Mining,Apartment,yes,90,92859,1
male,Bachelor's degree,Fishing industry,Multiple home,yes,29,275336,2
male,Elementary school graduate,Distribution industry,Multi-family home,no,23,376250,0
female,Elementary school graduate,Distribution industry,Townhouse,no,67,423681,3
female,Master's degree,Electric power industry,Officetel,yes,2,364323,1
other,Doctorate,Manufacturing industry,Townhouse,yes,50,172358,0
female,Bachelor's degree,Agriculture,Officetel,no,6,170342,0
other,Master's degree,Insurance industry,Townhouse,yes,56,235911,0
female,Bachelor's degree,Wholesale industry,Townhouse,yes,82,113713,0
female,High school graduate,Retail industry,Single-family home,no,74,470326,3
male,Doctorate,Repair industry,Townhouse,no,47,47600,2
male,Master's degree,Service industry,Multi-family home,no,17,243626,3
male,Bachelor's degree,Service industry,Multiple home,no,32,178096,2
female,Middle school graduate,Insurance industry,Officetel,no,56,436840,2
male,Master's degree,Repair industry,Multiple home,no,34,31198,0
other,Middle school graduate,Construction industry,Townhouse,yes,50,264737,0
female,Middle school graduate,Construction industry,Apartment,no,95,493814,2
female,Elementary school graduate,Service industry,Multi-family home,yes,26,276044,0
female,Doctorate,Water industry,Multi-family home,no,87,266061,1
male,Master's degree,Finance industry,Apartment,no,49,434527,3
male,Middle school graduate,Repair industry,Single-family home,no,41,49273,1
other,Middle school graduate,Service industry,Single-family home,no,31,164558,3
male,High school graduate,Repair industry,Single-family home,no,12,384137,3
other,High school graduate,Distribution industry,Multiple home,no,54,344530,1
female,Bachelor's degree,Manufacturing industry,Officetel,yes,80,391334,2
female,Bachelor's degree,Manufacturing industry,Officetel,no,79,185912,2
other,High school graduate,Fishing industry,Multi-family home,no,99,461356,0
female,Middle school graduate,Service industry,Townhouse,no,43,438764,0
other,Elementary school graduate,Agriculture,Townhouse,yes,85,71462,3
male,Middle school graduate,Retail industry,Multiple home,no,65,369787,1
female,Middle school graduate,Broadcasting industry,Multiple home,yes,53,40744,1
other,Bachelor's degree,Forestry,Multi-family home,no,21,121617,1
female,Master's degree,Mining,Officetel,no,81,364512,3
male,High school graduate,Repair industry,Multi-family home,yes,66,93760,1
other,Doctorate,Agriculture,Officetel,no,50,120677,3
other,Master's degree,Maintenance industry,Townhouse,yes,87,13705,2
other,Bachelor's degree,Electric power industry,Apartment,yes,65,98720,0
male,High school graduate,Broadcasting industry,Multi-family home,no,25,307438,3
male,Middle school graduate,Broadcasting industry,Single-family home,yes,99,304216,2
female,Bachelor's degree,Insurance industry,Multiple home,yes,7,485380,1
female,Bachelor's degree,Insurance industry,Single-family home,yes,8,16853,2
male,Master's degree,Manufacturing industry,Townhouse,no,18,329261,0
other,Bachelor's degree,Fishing industry,Multi-family home,yes,94,410590,1
female,Middle school graduate,Fishing industry,Multiple home,no,75,135912,3
female,Master's degree,Wholesale industry,Apartment,no,18,443228,2
other,Middle school graduate,Finance industry,Multiple home,no,18,61348,1
male,Master's degree,Distribution industry,Multiple home,yes,18,16596,1
female,Middle school graduate,Distribution industry,Multi-family home,yes,46,188019,0
male,Middle school graduate,Electric power industry,Officetel,no,37,256660,3
other,Master's degree,Construction industry,Multiple home,yes,36,427027,0
male,Bachelor's degree,Electric power industry,Multi-family home,no,31,354610,0
other,Elementary school graduate,Electric power industry,Apartment,no,50,123964,0
female,Doctorate,Mining,Multiple home,yes,42,275961,0
male,Elementary school graduate,Wholesale industry,Multi-family home,yes,38,399845,0
other,Middle school graduate,Mining,Officetel,no,55,290401,3
female,Bachelor's degree,Fishing industry,Apartment,no,80,462807,1
other,Master's degree,Wholesale industry,Multi-family home,yes,49,296273,1
female,Elementary school graduate,Mining,Apartment,yes,57,365183,3
female,Middle school graduate,Maintenance industry,Single-family home,yes,51,468197,2
other,Bachelor's degree,Maintenance industry,Multiple home,no,7,513123,2
female,Elementary school graduate,Repair industry,Multi-family home,no,23,43842,3
other,Master's degree,Water industry,Multiple home,no,2,343153,0
female,Master's degree,Broadcasting industry,Apartment,yes,79,100095,2
other,Doctorate,Retail industry,Officetel,no,76,263003,2
other,Doctorate,Forestry,Apartment,yes,68,227346,2
female,Bachelor's degree,Manufacturing industry,Multiple home,yes,67,505166,0
female,Middle school graduate,Manufacturing industry,Officetel,yes,4,52978,0
other,Bachelor's degree,Electric power industry,Single-family home,yes,52,227461,0
male,Doctorate,Fishing industry,Apartment,no,21,78084,1
other,Bachelor's degree,Retail industry,Multi-family home,yes,67,209801,2
other,Middle school graduate,Maintenance industry,Multi-family home,no,73,322239,3
male,High school graduate,Gas industry,Townhouse,no,28,450496,3
male,Middle school graduate,Fishing industry,Apartment,no,18,76654,0
male,Bachelor's degree,Mining,Single-family home,no,23,408636,1
female,Middle school graduate,Fishing industry,Apartment,no,27,66962,1
other,Bachelor's degree,Service industry,Multi-family home,yes,28,268612,3
female,Doctorate,Water industry,Multi-family home,no,87,266061,1
female,Doctorate,Construction industry,Single-family home,yes,40,17513,2
other,Elementary school graduate,Water industry,Multi-family home,yes,71,209744,1
female,High school graduate,Mining,Multi-family home,yes,54,471956,1
male,Doctorate,Repair industry,Townhouse,no,47,47600,2
female,Middle school graduate,Fishing industry,Apartment,no,27,66962,1
male,Master's degree,Water industry,Multi-family home,no,63,332559,3
other,Master's degree,Finance industry,Multiple home,no,11,77936,2
male,Middle school graduate,Electric power industry,Officetel,yes,79,309246,1
male,Bachelor's degree,Fishing industry,Officetel,yes,22,388905,2
female,Middle school graduate,Fishing industry,Officetel,no,54,164885,3
female,Elementary school graduate,Construction industry,Multiple home,no,29,275846,2
female,Elementary school graduate,Wholesale industry,Apartment,no,76,144766,1
male,Middle school graduate,Service industry,Single-family home,no,65,326027,2
female,Bachelor's degree,Distribution industry,Single-family home,no,89,213789,1
male,Elementary school graduate,Service industry,Townhouse,no,62,175648,1
other,Doctorate,Forestry,Apartment,no,72,465508,2
male,High school graduate,Distribution industry,Multi-family home,no,91,443819,0
other,Middle school graduate,Construction industry,Townhouse,yes,50,264737,0
other,Middle school graduate,Wholesale industry,Townhouse,yes,85,95088,1
male,Elementary school graduate,Construction industry,Townhouse,no,87,327967,3
other,High school graduate,Distribution industry,Officetel,no,48,442500,2
other,Middle school graduate,Gas industry,Multiple home,yes,36,148052,0
female,Elementary school graduate,Finance industry,Apartment,yes,62,199265,3
female,Elementary school graduate,Fishing industry,Townhouse,yes,91,149244,2
female,Doctorate,Service industry,Townhouse,yes,48,247803,0
other,Bachelor's degree,Water industry,Multi-family home,yes,30,15730,0
other,Master's degree,Fishing industry,Officetel,yes,89,295961,1
female,Doctorate,Construction industry,Single-family home,yes,40,17513,2
other,Elementary school graduate,Agriculture,Multiple home,no,44,344700,2
male,Elementary school graduate,Mining,Townhouse,no,69,289678,1
other,Master's degree,Service industry,Multiple home,yes,56,177706,1
female,Doctorate,Retail industry,Multi-family home,no,13,152483,0
other,High school graduate,Maintenance industry,Multiple home,no,72,346525,2
female,Master's degree,Distribution industry,Multiple home,no,89,317233,1
male,High school graduate,Repair industry,Multi-family home,yes,66,93760,1
male,Bachelor's degree,Maintenance industry,Officetel,no,9,155004,2
male,Middle school graduate,Manufacturing industry,Townhouse,no,10,90360,0
female,Master's degree,Manufacturing industry,Multi-family home,yes,24,32497,2
female,Elementary school graduate,Electric power industry,Officetel,yes,10,484558,2
other,Elementary school graduate,Wholesale industry,Multi-family home,no,98,353380,0
other,High school graduate,Service industry,Apartment,yes,45,112444,3
male,Bachelor's degree,Forestry,Multi-family home,yes,69,160464,3
other,Doctorate,Forestry,Apartment,no,72,465508,2
female,High school graduate,Gas industry,Apartment,no,39,99007,0
female,Master's degree,Agriculture,Officetel,yes,91,275280,1
other,Bachelor's degree,Distribution industry,Multiple home,no,97,128764,3
other,Master's degree,Retail industry,Single-family home,no,99,88976,0
other,Bachelor's degree,Electric power industry,Multiple home,no,77,240507,1
female,Elementary school graduate,Wholesale industry,Apartment,no,76,144766,1
male,Middle school graduate,Broadcasting industry,Apartment,no,80,435644,3
male,Master's degree,Maintenance industry,Multiple home,yes,68,321725,1
female,Master's degree,Fishing industry,Multi-family home,yes,73,61997,1
other,Doctorate,Manufacturing industry,Townhouse,yes,50,172358,0
male,Middle school graduate,Broadcasting industry,Apartment,no,80,435644,3
other,Elementary school graduate,Electric power industry,Single-family home,no,92,318919,3
female,Middle school graduate,Fishing industry,Townhouse,yes,102,345978,0
other,Doctorate,Service industry,Apartment,no,43,437552,0
other,Master's degree,Service industry,Apartment,no,11,290950,0
female,Elementary school graduate,Distribution industry,Single-family home,yes,101,299520,2
male,High school graduate,Agriculture,Townhouse,no,79,412541,0
female,Doctorate,Fishing industry,Townhouse,yes,36,54457,1
female,High school graduate,Retail industry,Single-family home,yes,97,405418,0
male,Bachelor's degree,Electric power industry,Apartment,yes,80,99676,0
female,Bachelor's degree,Manufacturing industry,Officetel,no,79,185912,2
female,Master's degree,Water industry,Single-family home,no,88,254817,3
other,Elementary school graduate,Insurance industry,Apartment,no,87,170121,1
male,Master's degree,Mining,Single-family home,yes,51,17819,3
other,Elementary school graduate,Agriculture,Apartment,yes,26,48456,1
female,Bachelor's degree,Distribution industry,Single-family home,no,89,213789,1
female,Middle school graduate,Insurance industry,Officetel,no,56,436840,2
female,High school graduate,Distribution industry,Apartment,no,28,234063,3
other,Doctorate,Water industry,Multiple home,no,26,420329,3
other,Elementary school graduate,Agriculture,Multiple home,no,44,344700,2
female,Bachelor's degree,Manufacturing industry,Apartment,no,55,160142,3
female,High school graduate,Agriculture,Officetel,yes,90,204073,0
male,Middle school graduate,Repair industry,Officetel,no,27,91689,1
female,High school graduate,Water industry,Multi-family home,no,66,84887,2
other,Middle school graduate,Mining,Officetel,yes,46,154642,2
male,Doctorate,Retail industry,Multiple home,no,48,359824,2
male,Middle school graduate,Retail industry,Multiple home,no,9,294084,0
female,High school graduate,Gas industry,Apartment,no,39,99007,0
other,Bachelor's degree,Fishing industry,Multi-family home,yes,94,410590,1
male,High school graduate,Repair industry,Single-family home,no,12,384137,3
male,Bachelor's degree,Distribution industry,Multi-family home,yes,51,197957,1
female,Elementary school graduate,Fishing industry,Townhouse,yes,37,461905,0
male,Elementary school graduate,Forestry,Single-family home,yes,12,279276,0
male,High school graduate,Water industry,Single-family home,no,6,27152,0
female,Middle school graduate,Construction industry,Apartment,no,39,401154,3
female,Doctorate,Gas industry,Officetel,no,77,396202,1
male,Master's degree,Distribution industry,Multiple home,yes,18,16596,1
female,Bachelor's degree,Fishing industry,Single-family home,no,96,44533,3
other,High school graduate,Electric power industry,Officetel,no,47,438646,3
other,Elementary school graduate,Distribution industry,Single-family home,no,52,435132,1
male,Bachelor's degree,Fishing industry,Single-family home,yes,50,348507,2
other,Bachelor's degree,Service industry,Multi-family home,yes,28,268612,3
other,High school graduate,Water industry,Single-family home,yes,92,429813,0
other,Elementary school graduate,Gas industry,Officetel,no,93,35115,0
female,Middle school graduate,Insurance industry,Officetel,yes,96,440264,2
other,Master's degree,Insurance industry,Townhouse,yes,45,313015,0
other,Elementary school graduate,Distribution industry,Multiple home,yes,32,77186,2
female,Elementary school graduate,Broadcasting industry,Multiple home,no,74,365966,1
male,High school graduate,Broadcasting industry,Multi-family home,no,25,307438,3
other,Bachelor's degree,Construction industry,Apartment,yes,65,216146,0
other,Doctorate,Forestry,Officetel,yes,89,151978,0
female,Bachelor's degree,Distribution industry,Multiple home,no,53,282277,1
other,Elementary school graduate,Service industry,Multi-family home,no,3,337886,0
female,Doctorate,Forestry,Multi-family home,yes,89,60305,3
male,Doctorate,Service industry,Multi-family home,no,86,261093,1
female,High school graduate,Finance industry,Officetel,no,24,391276,2
female,Bachelor's degree,Fishing industry,Apartment,no,77,36230,1
other,Bachelor's degree,Finance industry,Multiple home,no,21,303321,2
other,High school graduate,Broadcasting industry,Officetel,yes,80,16400,2
female,Doctorate,Manufacturing industry,Officetel,no,80,127683,1
female,Doctorate,Manufacturing industry,Officetel,no,80,127683,1
female,Elementary school graduate,Construction industry,Multiple home,no,29,275846,2
other,Bachelor's degree,Retail industry,Townhouse,no,41,453323,2
male,Bachelor's degree,Retail industry,Single-family home,no,76,172772,2
male,Elementary school graduate,Construction industry,Townhouse,no,87,327967,3
male,Middle school graduate,Finance industry,Officetel,yes,89,73496,2
male,Bachelor's degree,Mining,Single-family home,no,23,408636,1
female,Elementary school graduate,Manufacturing industry,Multiple home,no,92,204854,3
female,Bachelor's degree,Fishing industry,Single-family home,no,87,397793,3
female,Bachelor's degree,Insurance industry,Single-family home,yes,12,452353,1
female,Elementary school graduate,Retail industry,Apartment,yes,73,181382,3
female,Master's degree,Water industry,Single-family home,no,88,254817,3
male,Bachelor's degree,Fishing industry,Officetel,yes,22,388905,2
male,Elementary school graduate,Electric power industry,Townhouse,yes,29,412374,0
female,Middle school graduate,Agriculture,Officetel,no,17,321581,1
male,Middle school graduate,Repair industry,Single-family home,no,41,49273,1
other,Doctorate,Retail industry,Multi-family home,yes,67,282530,1
female,Middle school graduate,Agriculture,Officetel,no,17,321581,1
female,Middle school graduate,Fishing industry,Apartment,no,27,66962,1
male,Master's degree,Gas industry,Townhouse,yes,87,196200,0
other,Doctorate,Fishing industry,Single-family home,no,29,198101,1
female,Elementary school graduate,Insurance industry,Single-family home,no,50,225567,0
female,Elementary school graduate,Manufacturing industry,Multiple home,no,92,204854,3
male,High school graduate,Manufacturing industry,Townhouse,yes,91,375986,0
male,Middle school graduate,Manufacturing industry,Apartment,yes,57,43691,3
female,Elementary school graduate,Retail industry,Multiple home,yes,82,320529,2
male,Bachelor's degree,Mining,Single-family home,no,23,408636,1
male,Elementary school graduate,Repair industry,Apartment,yes,90,478909,0
other,Bachelor's degree,Maintenance industry,Multiple home,no,7,513123,2
male,Elementary school graduate,Finance industry,Multiple home,no,29,16319,3
female,High school graduate,Finance industry,Officetel,no,24,391276,2
other,Middle school graduate,Insurance industry,Multiple home,yes,27,158347,1
other,High school graduate,Agriculture,Multi-family home,no,31,234977,3
female,Bachelor's degree,Finance industry,Multi-family home,yes,7,251915,3
other,High school graduate,Wholesale industry,Townhouse,yes,86,56549,2
